场站,方案代码,方案名称,预测功率口径,原始总行数,纳入汇总统计行数,剔除物理越限行数,物理越限剔除说明,重复功率修正行数（纳入统计）,原有效检测行数（纳入统计）,原异常行数（纳入统计）,原异常率（纳入统计）,修正后有效检测行数（纳入统计）,修正后异常行数（纳入统计）,修正后异常率（纳入统计）,原异常程度总和（异常点，纳入统计）,修正后异常程度总和（异常点，纳入统计）,异常程度下降量（原-修正后）,原平均异常程度（异常点）,修正后平均异常程度（异常点）,原最大异常程度（异常点）,修正后最大异常程度（异常点）,原偏离程度总和（有效点，纳入统计）,修正后偏离程度总和（有效点，纳入统计）,偏离程度下降量（原-修正后）,原平均偏离程度（有效点）,修正后平均偏离程度（有效点）,原最大偏离程度（有效点）,修正后最大偏离程度（有效点）,原损耗MW最大值（纳入统计）,修正后损耗MW最大值（纳入统计）,风机联合重复标记分钟数（纳入统计）,站端功率重复硬异常分钟数（纳入统计）,物理越限硬异常分钟数（已剔除）,最终合并硬异常分钟数（纳入统计）,经验带下限百分位,经验带上限百分位,经验中位数,超低功率阈值MW,超低功率损耗比例阈值,异常程度/偏离程度带宽下限MW,风机联合重复并入最终异常模式,站端重复并入最终异常模式,物理越限并入最终异常模式,原异常程度总和（纳入统计）,修正后异常程度总和（纳入统计）,异常程度带宽下限MW
JMZSFD,FAN_SEG,风机总功率分段模型,FAN_eff,443597,443597,0,物理越限点保留在明细中，但不参与本汇总统计,78681,443597,67409,0.1519599997294842,443597,38143,0.08598570323965221,44942.01630813219,1552291.4008806339,-1507349.3845725018,0.6667064680996927,40.69662587842157,114.380108,5785.302,135233.8062211979,1629465.638999328,-1494231.8327781302,0.3048573507512402,3.673301755871496,114.936332,5785.302,66.59732599999995,37.59457999999998,56275,448,0,448,P05,P95,Q50；超低功率区间使用理想损耗P,3.0,0.99,0.05,marker,final,final,44942.01630813219,1552291.4008806339,0.05
