分段ID,开始时间,结束时间,持续时长min,纳入统计分钟数,冻结风机数,重复风机功率之和MW,风机编号列表,原异常分钟数,修正后异常分钟数,异常分钟数变化量,原异常占比,修正后异常占比,异常占比变化量,原异常程度总和,修正后异常程度总和,异常程度变化量,异常程度下降率,原平均异常程度,修正后平均异常程度,原最大异常程度,修正后最大异常程度,原偏离程度总和,修正后偏离程度总和,偏离程度变化量,偏离程度下降率,原平均偏离程度,修正后平均偏离程度,原最大偏离程度,修正后最大偏离程度,原负损耗分钟数,修正后负损耗分钟数,站端功率重复硬异常分钟数,物理越限硬异常分钟数,风机联合重复标记分钟数,是否异常分钟减少,是否异常程度下降,是否偏离程度下降,是否全部修正为正常,重复详情
211,2024-07-12 11:18:00,2024-07-12 11:24:00,7,7,56,58.75573,1、2、3、4、5、6、7、8、9、10、11、12、13、14、15、16、17、18、20、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、37、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,7,7,0,1.0,1.0,0.0,0.0,7952.8288,7952.8288,,0.0,1136.1184,0.0,1136.1184,0.545072,7952.8288,7952.283728,-14589.42555,0.077867,1136.1184,0.077867,1136.1184,0,7,7.0,0,7,False,False,False,False,"1[status=5.0,P=1112.74,WS=5.97] 、 2[status=5.0,P=665.85,WS=5.05] 、 3[status=5.0,P=901.46,WS=5.57] 、 4[status=5.0,P=1044.87,WS=5.8] 、 5[status=5.0,P=1444.38,WS=6.48] 、 6[status=5.0,P=1280.48,WS=6.23] 、 7[status=5.0,P=859.2,WS=6.23] 、 8[status=5.0,P=868.17,WS=5.43] 、 9[status=5.0,P=1166.52,WS=5.95] 、 10[status=5.0,P=879.69,WS=5.58] 、 11[status=5.0,P=1266.4,WS=6.15] 、 12[status=5.0,P=1064.08,WS=5.69] 、 13[status=5.0,P=1330.42,WS=6.34] 、 14[status=5.0,P=987.25,WS=5.72] 、 15[status=5.0,P=850.24,WS=5.46] 、 16[status=5.0,P=724.75,WS=5.21] 、 17[status=5.0,P=518.59,WS=4.73] 、 18[status=5.0,P=895.06,WS=5.53] 、 20[status=5.0,P=910.42,WS=5.5] 、 22[status=5.0,P=1087.13,WS=5.54] 、 23[status=5.0,P=1466.15,WS=6.71] 、 24[status=5.0,P=1242.07,WS=5.98] 、 25[status=5.0,P=1121.7,WS=6.06] 、 26[status=5.0,P=815.67,WS=5.33] 、 27[status=5.0,P=1056.4,WS=5.79] 、 28[status=5.0,P=930.91,WS=5.49] 、 29[status=5.0,P=831.03,WS=5.5] 、 30[status=5.0,P=934.75,WS=5.6] 、 31[status=5.0,P=980.85,WS=5.7] 、 32[status=5.0,P=852.8,WS=5.48] 、 33[status=5.0,P=1330.42,WS=6.24] 、 34[status=5.0,P=1315.05,WS=6.2] 、 35[status=5.0,P=1071.76,WS=5.81] 、 36[status=5.0,P=984.69,WS=5.68] 、 37[status=5.0,P=1074.32,WS=5.77] 、 38[status=5.0,P=1245.91,WS=6.19] 、 39[status=5.0,P=1082.43,WS=6.3] 、 40[status=5.0,P=674.39,WS=3.85] 、 41[status=5.0,P=573.66,WS=5.4] 、 42[status=5.0,P=1209.63,WS=6.16] 、 43[status=5.0,P=413.17,WS=5.06] 、 44[status=5.0,P=755.48,WS=5.79] 、 45[status=5.0,P=1131.09,WS=5.84] 、 46[status=5.0,P=1229.26,WS=6.45] 、 47[status=5.0,P=893.78,WS=5.67] 、 48[status=5.0,P=1172.92,WS=6.47] 、 49[status=5.0,P=1271.94,WS=6.11] 、 50[status=5.0,P=1300.97,WS=5.73] 、 51[status=5.0,P=1090.97,WS=5.61] 、 52[status=5.0,P=902.31,WS=6.0] 、 53[status=5.0,P=1260.85,WS=6.1] 、 54[status=5.0,P=1191.7,WS=6.02] 、 55[status=5.0,P=1090.97,WS=5.89] 、 56[status=5.0,P=1574.99,WS=6.59] 、 57[status=5.0,P=1627.92,WS=6.36] 、 58[status=5.0,P=1195.12,WS=6.31]"
212,2024-07-12 11:25:00,2024-07-25 10:38:00,18674,18674,0,0.0,,2435,2435,0,0.130395,0.130395,0.0,614.033647,614.033647,-0.0,0.0,0.032882,0.032882,7.271656,7.271656,4648.879662,4648.879662,0.0,-0.0,0.248949,0.248949,7.767798,7.767798,56,56,0.0,0,0,False,True,False,False,
213,2024-07-25 10:39:00,2024-07-25 11:15:00,37,33,54,259.22058,1、2、4、5、6、7、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,28,33,5,0.756757,0.891892,0.135135,0.0,166161.185,166161.185,,0.0,5035.187424,0.0,5049.1488,13.956376,166161.185,166147.228624,-11904.754776,0.42292,5035.187424,0.508324,5049.1488,0,33,28.0,0,33,False,False,False,False,"1[status=5.0,P=4433.03,WS=10.31] 、 2[status=5.0,P=4452.23,WS=10.2] 、 4[status=5.0,P=4526.5,WS=10.28] 、 5[status=5.0,P=4453.51,WS=10.08] 、 6[status=5.0,P=4522.66,WS=11.45] 、 7[status=5.0,P=4319.06,WS=11.45] 、 10[status=5.0,P=4279.37,WS=9.98] 、 11[status=5.0,P=4283.21,WS=9.82] 、 12[status=5.0,P=4495.77,WS=10.37] 、 13[status=5.0,P=4618.7,WS=11.63] 、 14[status=5.0,P=3534.13,WS=8.73] 、 15[status=5.0,P=4649.43,WS=7.89] 、 16[status=5.0,P=895.06,WS=11.25] 、 17[status=5.0,P=4636.62,WS=10.6] 、 18[status=5.0,P=4605.89,WS=10.11] 、 19[status=5.0,P=4495.77,WS=10.3] 、 20[status=5.0,P=4448.39,WS=10.07] 、 21[status=5.0,P=4586.68,WS=12.45] 、 22[status=5.0,P=4365.16,WS=10.29] 、 23[status=5.0,P=4210.22,WS=10.17] 、 24[status=5.0,P=4707.05,WS=10.07] 、 25[status=5.0,P=4476.56,WS=10.38] 、 26[status=5.0,P=882.25,WS=12.31] 、 27[status=5.0,P=4438.15,WS=10.34] 、 28[status=5.0,P=4535.46,WS=11.35] 、 29[status=5.0,P=4484.24,WS=10.32] 、 30[status=5.0,P=4525.22,WS=12.25] 、 31[status=5.0,P=4485.52,WS=10.35] 、 32[status=5.0,P=4394.61,WS=10.2] 、 33[status=5.0,P=4522.66,WS=11.98] 、 34[status=5.0,P=4472.72,WS=10.26] 、 35[status=5.0,P=4536.74,WS=10.44] 、 36[status=5.0,P=4447.11,WS=10.28] 、 38[status=5.0,P=4416.38,WS=10.21] 、 39[status=5.0,P=6072.04,WS=11.66] 、 40[status=5.0,P=6450.21,WS=9.38] 、 41[status=5.0,P=5687.9,WS=8.79] 、 42[status=5.0,P=4564.49,WS=10.55] 、 43[status=5.0,P=5944.85,WS=10.35] 、 44[status=5.0,P=5068.14,WS=8.7] 、 45[status=5.0,P=6369.97,WS=10.08] 、 46[status=5.0,P=2474.74,WS=8.86] 、 47[status=5.0,P=6029.36,WS=10.46] 、 48[status=5.0,P=6492.89,WS=9.05] 、 49[status=5.0,P=6013.99,WS=10.91] 、 50[status=5.0,P=6244.48,WS=9.49] 、 51[status=5.0,P=6500.58,WS=11.12] 、 52[status=5.0,P=6547.53,WS=11.16] 、 53[status=5.0,P=6277.77,WS=10.83] 、 54[status=5.0,P=6442.53,WS=11.03] 、 55[status=5.0,P=6460.45,WS=11.15] 、 56[status=5.0,P=6489.48,WS=10.26] 、 57[status=5.0,P=6469.84,WS=10.69] 、 58[status=5.0,P=2483.28,WS=10.34]"
214,2024-07-25 11:16:00,2024-07-25 11:29:00,14,14,54,259.55223,1、2、4、5、6、7、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,14,14,0,1.0,1.0,0.0,0.0,70277.8132,70277.8132,,0.0,5019.8438,0.0,5019.8438,3.08406,70277.8132,70274.72914,-22786.433997,0.22029,5019.8438,0.22029,5019.8438,0,14,14.0,0,14,False,False,False,False,"1[status=5.0,P=4511.13,WS=10.68] 、 2[status=5.0,P=4490.65,WS=10.45] 、 4[status=5.0,P=4526.5,WS=10.08] 、 5[status=5.0,P=4453.51,WS=10.08] 、 6[status=5.0,P=4522.66,WS=11.45] 、 7[status=5.0,P=4319.06,WS=11.45] 、 10[status=5.0,P=4279.37,WS=9.98] 、 11[status=5.0,P=4283.21,WS=9.82] 、 12[status=5.0,P=4495.77,WS=10.37] 、 13[status=5.0,P=4618.7,WS=11.63] 、 14[status=5.0,P=3534.13,WS=8.73] 、 15[status=5.0,P=4649.43,WS=7.89] 、 16[status=5.0,P=895.06,WS=11.25] 、 17[status=5.0,P=4636.62,WS=10.6] 、 18[status=5.0,P=4605.89,WS=10.11] 、 19[status=5.0,P=4495.77,WS=10.3] 、 20[status=5.0,P=4448.39,WS=10.07] 、 21[status=5.0,P=4354.92,WS=10.05] 、 22[status=5.0,P=4433.03,WS=10.09] 、 23[status=5.0,P=4589.24,WS=12.97] 、 24[status=5.0,P=4707.05,WS=10.07] 、 25[status=5.0,P=4476.56,WS=10.38] 、 26[status=5.0,P=882.25,WS=12.31] 、 27[status=5.0,P=4438.15,WS=10.34] 、 28[status=5.0,P=4535.46,WS=11.35] 、 29[status=5.0,P=4484.24,WS=10.32] 、 30[status=5.0,P=4525.22,WS=12.25] 、 31[status=5.0,P=4485.52,WS=11.56] 、 32[status=5.0,P=4394.61,WS=10.2] 、 33[status=5.0,P=4522.66,WS=11.98] 、 34[status=5.0,P=4472.72,WS=10.26] 、 35[status=5.0,P=4536.74,WS=10.44] 、 36[status=5.0,P=4447.11,WS=10.28] 、 38[status=5.0,P=4416.38,WS=10.21] 、 39[status=5.0,P=6072.04,WS=11.66] 、 40[status=5.0,P=6450.21,WS=9.38] 、 41[status=5.0,P=5687.9,WS=8.79] 、 42[status=5.0,P=4564.49,WS=10.55] 、 43[status=5.0,P=5944.85,WS=10.35] 、 44[status=5.0,P=5068.14,WS=8.7] 、 45[status=5.0,P=6369.97,WS=10.08] 、 46[status=5.0,P=2474.74,WS=8.86] 、 47[status=5.0,P=6029.36,WS=10.46] 、 48[status=5.0,P=6492.89,WS=9.05] 、 49[status=5.0,P=6013.99,WS=10.91] 、 50[status=5.0,P=6244.48,WS=9.49] 、 51[status=5.0,P=6500.58,WS=11.12] 、 52[status=5.0,P=6547.53,WS=11.16] 、 53[status=5.0,P=6277.77,WS=10.83] 、 54[status=5.0,P=6442.53,WS=11.03] 、 55[status=5.0,P=6460.45,WS=11.15] 、 56[status=5.0,P=6489.48,WS=10.26] 、 57[status=5.0,P=6469.84,WS=10.69] 、 58[status=5.0,P=2483.28,WS=10.34]"
215,2024-07-25 11:30:00,2024-07-25 11:30:00,1,1,52,250.55045,4、5、6、7、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,1,1,0,1.0,1.0,0.0,0.0,133.465867,133.465867,,0.0,133.465867,0.0,133.465867,0.239082,133.984097,133.745015,-559.410557,0.239082,133.984097,0.239082,133.984097,0,1,1.0,0,1,False,False,False,False,"4[status=5.0,P=4526.5,WS=10.08] 、 5[status=5.0,P=4453.51,WS=10.08] 、 6[status=5.0,P=4522.66,WS=11.45] 、 7[status=5.0,P=4319.06,WS=11.45] 、 10[status=5.0,P=4279.37,WS=9.98] 、 11[status=5.0,P=4283.21,WS=9.82] 、 12[status=5.0,P=4495.77,WS=10.37] 、 13[status=5.0,P=4618.7,WS=11.63] 、 14[status=5.0,P=3534.13,WS=8.73] 、 15[status=5.0,P=4649.43,WS=7.89] 、 16[status=5.0,P=895.06,WS=11.25] 、 17[status=5.0,P=4636.62,WS=10.6] 、 18[status=5.0,P=4605.89,WS=10.11] 、 19[status=5.0,P=4495.77,WS=10.3] 、 20[status=5.0,P=4448.39,WS=10.07] 、 21[status=5.0,P=4354.92,WS=10.05] 、 22[status=5.0,P=4433.03,WS=10.09] 、 23[status=5.0,P=4589.24,WS=12.97] 、 24[status=5.0,P=4707.05,WS=10.07] 、 25[status=5.0,P=4476.56,WS=10.38] 、 26[status=5.0,P=882.25,WS=12.31] 、 27[status=5.0,P=4438.15,WS=10.34] 、 28[status=5.0,P=4535.46,WS=11.35] 、 29[status=5.0,P=4484.24,WS=10.32] 、 30[status=5.0,P=4525.22,WS=12.25] 、 31[status=5.0,P=4485.52,WS=11.56] 、 32[status=5.0,P=4394.61,WS=10.2] 、 33[status=5.0,P=4522.66,WS=11.98] 、 34[status=5.0,P=4472.72,WS=10.26] 、 35[status=5.0,P=4536.74,WS=10.44] 、 36[status=5.0,P=4447.11,WS=10.28] 、 38[status=5.0,P=4416.38,WS=10.21] 、 39[status=5.0,P=6072.04,WS=11.66] 、 40[status=5.0,P=6450.21,WS=9.38] 、 41[status=5.0,P=5687.9,WS=8.79] 、 42[status=5.0,P=4564.49,WS=10.55] 、 43[status=5.0,P=5944.85,WS=10.35] 、 44[status=5.0,P=5068.14,WS=8.7] 、 45[status=5.0,P=6369.97,WS=10.08] 、 46[status=5.0,P=2474.74,WS=8.86] 、 47[status=5.0,P=6029.36,WS=10.46] 、 48[status=5.0,P=6492.89,WS=9.05] 、 49[status=5.0,P=6013.99,WS=10.91] 、 50[status=5.0,P=6244.48,WS=9.49] 、 51[status=5.0,P=6500.58,WS=11.12] 、 52[status=5.0,P=6547.53,WS=11.16] 、 53[status=5.0,P=6277.77,WS=10.83] 、 54[status=5.0,P=6442.53,WS=11.03] 、 55[status=5.0,P=6460.45,WS=11.15] 、 56[status=5.0,P=6489.48,WS=10.26] 、 57[status=5.0,P=6469.84,WS=10.69] 、 58[status=5.0,P=2483.28,WS=10.34]"
216,2024-07-25 11:31:00,2024-07-25 13:21:00,111,108,0,0.0,,14,14,0,0.126126,0.126126,0.0,1.845282,1.845282,-0.0,0.0,0.017086,0.017086,0.3399,0.3399,27.743472,27.743472,-0.0,0.0,0.256884,0.256884,0.827844,0.827844,0,0,0.0,0,0,False,True,True,False,
217,2024-07-25 13:22:00,2024-07-25 13:25:00,4,4,54,263.12772,1、2、4、5、6、7、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,4,4,0,1.0,1.0,0.0,0.0,20320.5704,20320.5704,,0.0,5080.1426,0.0,5080.1426,0.66385,20320.5704,20319.90655,-30609.166115,0.165963,5080.1426,0.165963,5080.1426,0,4,4.0,0,4,False,False,False,False,"1[status=5.0,P=4452.23,WS=10.29] 、 2[status=5.0,P=4500.89,WS=12.05] 、 4[status=5.0,P=4518.82,WS=10.2] 、 5[status=5.0,P=4456.07,WS=10.35] 、 6[status=5.0,P=4261.44,WS=9.95] 、 7[status=5.0,P=4486.81,WS=9.95] 、 10[status=5.0,P=4458.63,WS=9.8] 、 11[status=5.0,P=4230.71,WS=9.73] 、 12[status=5.0,P=4563.63,WS=11.03] 、 13[status=5.0,P=4424.06,WS=10.36] 、 14[status=5.0,P=4590.52,WS=11.89] 、 15[status=5.0,P=4575.16,WS=10.92] 、 16[status=5.0,P=886.09,WS=12.2] 、 17[status=5.0,P=3674.98,WS=9.31] 、 18[status=5.0,P=4495.77,WS=10.25] 、 19[status=5.0,P=4489.37,WS=10.33] 、 20[status=5.0,P=4452.23,WS=10.1] 、 21[status=5.0,P=4581.56,WS=11.69] 、 22[status=5.0,P=4559.79,WS=10.25] 、 23[status=5.0,P=4618.69,WS=11.81] 、 24[status=5.0,P=4621.26,WS=12.74] 、 25[status=5.0,P=4559.79,WS=10.19] 、 26[status=5.0,P=905.3,WS=11.06] 、 27[status=5.0,P=4531.62,WS=11.45] 、 28[status=5.0,P=4526.5,WS=11.72] 、 29[status=5.0,P=4443.27,WS=10.3] 、 30[status=5.0,P=4242.23,WS=12.66] 、 31[status=5.0,P=4513.7,WS=11.73] 、 32[status=5.0,P=4584.12,WS=11.71] 、 33[status=5.0,P=4541.87,WS=11.21] 、 34[status=5.0,P=4489.37,WS=10.13] 、 35[status=5.0,P=4521.38,WS=12.09] 、 36[status=5.0,P=4452.23,WS=10.35] 、 38[status=5.0,P=4422.78,WS=10.2] 、 39[status=5.0,P=6430.58,WS=11.29] 、 40[status=5.0,P=6403.26,WS=11.16] 、 41[status=5.0,P=6092.53,WS=9.75] 、 42[status=5.0,P=6402.41,WS=11.76] 、 43[status=5.0,P=5430.09,WS=11.44] 、 44[status=5.0,P=5844.97,WS=11.1] 、 45[status=5.0,P=6194.11,WS=11.37] 、 46[status=5.0,P=2494.38,WS=11.95] 、 47[status=5.0,P=6212.89,WS=11.15] 、 48[status=5.0,P=6607.28,WS=9.54] 、 49[status=5.0,P=6385.33,WS=11.82] 、 50[status=5.0,P=6478.38,WS=12.65] 、 51[status=5.0,P=6498.01,WS=11.93] 、 52[status=5.0,P=6333.26,WS=11.6] 、 53[status=5.0,P=6443.38,WS=11.72] 、 54[status=5.0,P=6371.67,WS=11.52] 、 55[status=5.0,P=6428.01,WS=11.91] 、 56[status=5.0,P=6499.72,WS=10.42] 、 57[status=5.0,P=6472.41,WS=11.14] 、 58[status=5.0,P=2472.18,WS=11.09]"
218,2024-07-25 13:26:00,2024-07-25 14:01:00,36,36,54,260.01742,1、2、4、5、6、7、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,36,36,0,1.0,1.0,0.0,1.187369,182453.1624,182451.975031,-153660.770943,0.032982,5068.1434,0.032982,5068.1434,20.17085,182453.1624,182432.99155,-9044.387905,0.560301,5068.1434,0.560301,5068.1434,0,36,36.0,0,36,False,False,False,False,"1[status=5.0,P=4603.33,WS=13.21] 、 2[status=5.0,P=4516.26,WS=11.16] 、 4[status=5.0,P=4550.83,WS=11.22] 、 5[status=5.0,P=4554.67,WS=10.85] 、 6[status=5.0,P=4458.63,WS=10.02] 、 7[status=5.0,P=4424.06,WS=10.02] 、 10[status=5.0,P=4684.0,WS=11.91] 、 11[status=5.0,P=3344.62,WS=8.89] 、 12[status=5.0,P=4495.77,WS=10.35] 、 13[status=5.0,P=4548.27,WS=12.14] 、 14[status=5.0,P=4531.62,WS=11.94] 、 15[status=5.0,P=4360.04,WS=10.19] 、 16[status=5.0,P=898.9,WS=10.52] 、 17[status=5.0,P=3339.49,WS=8.85] 、 18[status=5.0,P=4472.72,WS=10.2] 、 19[status=5.0,P=4366.44,WS=10.21] 、 20[status=5.0,P=4644.3,WS=11.19] 、 21[status=5.0,P=4456.07,WS=10.01] 、 22[status=5.0,P=4599.49,WS=10.36] 、 23[status=5.0,P=4463.76,WS=10.46] 、 24[status=5.0,P=4261.44,WS=10.06] 、 25[status=5.0,P=4586.68,WS=10.07] 、 26[status=5.0,P=910.42,WS=10.0] 、 27[status=5.0,P=4466.32,WS=10.33] 、 28[status=5.0,P=4504.73,WS=11.9] 、 29[status=5.0,P=4484.24,WS=10.34] 、 30[status=5.0,P=4223.03,WS=11.84] 、 31[status=5.0,P=4461.2,WS=10.29] 、 32[status=5.0,P=4336.99,WS=10.06] 、 33[status=5.0,P=4375.4,WS=10.16] 、 34[status=5.0,P=4485.52,WS=10.46] 、 35[status=5.0,P=4521.38,WS=10.76] 、 36[status=5.0,P=4535.46,WS=11.87] 、 38[status=5.0,P=4459.92,WS=10.24] 、 39[status=5.0,P=6316.19,WS=10.43] 、 40[status=5.0,P=6096.8,WS=11.58] 、 41[status=5.0,P=6072.89,WS=9.53] 、 42[status=5.0,P=5990.94,WS=11.72] 、 43[status=5.0,P=5850.94,WS=11.0] 、 44[status=5.0,P=5880.82,WS=10.17] 、 45[status=5.0,P=5808.26,WS=10.73] 、 46[status=5.0,P=2502.91,WS=10.41] 、 47[status=5.0,P=5337.04,WS=10.94] 、 48[status=5.0,P=6349.48,WS=11.19] 、 49[status=5.0,P=6455.33,WS=12.11] 、 50[status=5.0,P=6467.28,WS=11.52] 、 51[status=5.0,P=6477.53,WS=10.39] 、 52[status=5.0,P=6553.5,WS=11.53] 、 53[status=5.0,P=6462.16,WS=11.7] 、 54[status=5.0,P=6544.11,WS=11.69] 、 55[status=5.0,P=6444.23,WS=11.84] 、 56[status=5.0,P=6478.38,WS=11.6] 、 57[status=5.0,P=6486.06,WS=11.56] 、 58[status=5.0,P=2516.57,WS=11.98]"
219,2024-07-25 14:02:00,2024-07-25 14:02:00,1,1,32,166.85603,26、27、28、29、30、31、32、33、34、35、36、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,1,1,0,1.0,1.0,0.0,0.0,71.576459,71.576459,,0.0,71.576459,0.0,71.576459,0.33365,72.089867,71.756217,-215.064149,0.33365,72.089867,0.33365,72.089867,0,1,1.0,0,1,False,False,False,False,"26[status=5.0,P=910.42,WS=10.0] 、 27[status=5.0,P=4466.32,WS=10.33] 、 28[status=5.0,P=4504.73,WS=11.9] 、 29[status=5.0,P=4484.24,WS=10.34] 、 30[status=5.0,P=4223.03,WS=11.84] 、 31[status=5.0,P=4461.2,WS=10.29] 、 32[status=5.0,P=4336.99,WS=10.06] 、 33[status=5.0,P=4375.4,WS=10.16] 、 34[status=5.0,P=4485.52,WS=10.46] 、 35[status=5.0,P=4521.38,WS=10.76] 、 36[status=5.0,P=4535.46,WS=11.87] 、 38[status=5.0,P=4459.92,WS=10.24] 、 39[status=5.0,P=6316.19,WS=10.43] 、 40[status=5.0,P=6096.8,WS=11.58] 、 41[status=5.0,P=6072.89,WS=9.53] 、 42[status=5.0,P=5990.94,WS=11.72] 、 43[status=5.0,P=5850.94,WS=11.0] 、 44[status=5.0,P=5880.82,WS=10.17] 、 45[status=5.0,P=5808.26,WS=10.73] 、 46[status=5.0,P=2502.91,WS=10.41] 、 47[status=5.0,P=5337.04,WS=10.94] 、 48[status=5.0,P=6349.48,WS=11.19] 、 49[status=5.0,P=6455.33,WS=12.11] 、 50[status=5.0,P=6467.28,WS=11.52] 、 51[status=5.0,P=6477.53,WS=10.39] 、 52[status=5.0,P=6553.5,WS=11.53] 、 53[status=5.0,P=6462.16,WS=11.7] 、 54[status=5.0,P=6544.11,WS=11.69] 、 55[status=5.0,P=6444.23,WS=11.84] 、 56[status=5.0,P=6478.38,WS=11.6] 、 57[status=5.0,P=6486.06,WS=11.56] 、 58[status=5.0,P=2516.57,WS=11.98]"
220,2024-07-25 14:03:00,2024-07-25 15:07:00,65,65,0,0.0,,9,9,0,0.138462,0.138462,0.0,0.865844,0.865844,-0.0,0.0,0.013321,0.013321,0.293539,0.293539,15.817213,15.817213,-0.0,0.0,0.243342,0.243342,0.795339,0.795339,0,0,2.0,0,0,False,True,True,False,
221,2024-07-25 15:08:00,2024-07-25 15:38:00,31,28,54,251.55008,1、2、4、5、6、7、10、11、12、13、14、15、16、17、18、19、20、21、22、23、24、25、26、27、28、29、30、31、32、33、34、35、36、38、39、40、41、42、43、44、45、46、47、48、49、50、51、52、53、54、55、56、57、58,28,28,0,0.903226,0.903226,0.0,6.377988,138386.5056,138380.127612,-21696.516686,0.227785,4942.3752,0.227785,4942.3752,21.015992,138386.5056,138365.489608,-6583.819224,0.750571,4942.3752,0.750571,4942.3752,0,28,28.0,0,28,False,False,False,False,"1[status=5.0,P=4445.83,WS=10.04] 、 2[status=5.0,P=4499.61,WS=10.06] 、 4[status=5.0,P=4303.7,WS=9.75] 、 5[status=5.0,P=4216.62,WS=9.5] 、 6[status=5.0,P=4367.72,WS=9.96] 、 7[status=5.0,P=4577.72,WS=9.96] 、 10[status=5.0,P=4422.78,WS=10.12] 、 11[status=5.0,P=4434.31,WS=10.04] 、 12[status=5.0,P=4335.71,WS=9.87] 、 13[status=5.0,P=4474.0,WS=10.14] 、 14[status=5.0,P=4380.53,WS=10.07] 、 15[status=5.0,P=4530.34,WS=10.89] 、 16[status=5.0,P=901.46,WS=11.38] 、 17[status=5.0,P=3893.94,WS=9.48] 、 18[status=5.0,P=4457.35,WS=9.89] 、 19[status=5.0,P=4499.61,WS=10.17] 、 20[status=5.0,P=4152.6,WS=9.56] 、 21[status=5.0,P=3609.68,WS=9.05] 、 22[status=5.0,P=2213.95,WS=7.85] 、 23[status=5.0,P=4535.46,WS=10.12] 、 24[status=5.0,P=4604.61,WS=10.61] 、 25[status=5.0,P=4628.94,WS=10.78] 、 26[status=5.0,P=911.7,WS=9.55] 、 27[status=5.0,P=4463.76,WS=9.91] 、 28[status=5.0,P=4484.24,WS=9.7] 、 29[status=5.0,P=4409.98,WS=9.77] 、 30[status=5.0,P=4283.21,WS=11.31] 、 31[status=5.0,P=4522.66,WS=10.95] 、 32[status=5.0,P=4506.01,WS=10.78] 、 33[status=5.0,P=4536.74,WS=10.51] 、 34[status=5.0,P=4627.66,WS=10.95] 、 35[status=5.0,P=4516.26,WS=10.72] 、 36[status=5.0,P=4429.18,WS=9.96] 、 38[status=5.0,P=4466.32,WS=9.75] 、 39[status=5.0,P=5057.9,WS=9.96] 、 40[status=5.0,P=6545.82,WS=10.36] 、 41[status=5.0,P=5678.51,WS=9.86] 、 42[status=5.0,P=4485.1,WS=10.55] 、 43[status=5.0,P=5968.75,WS=10.59] 、 44[status=5.0,P=5382.29,WS=9.86] 、 45[status=5.0,P=6245.33,WS=11.14] 、 46[status=5.0,P=2460.23,WS=9.87] 、 47[status=5.0,P=6080.58,WS=10.88] 、 48[status=5.0,P=5744.24,WS=9.43] 、 49[status=5.0,P=6317.89,WS=10.74] 、 50[status=5.0,P=5949.12,WS=10.57] 、 51[status=5.0,P=6089.97,WS=10.61] 、 52[status=5.0,P=5872.29,WS=11.19] 、 53[status=5.0,P=6425.45,WS=11.18] 、 54[status=5.0,P=5512.9,WS=11.21] 、 55[status=5.0,P=6354.6,WS=11.36] 、 56[status=5.0,P=6408.38,WS=11.74] 、 57[status=5.0,P=5821.07,WS=10.44] 、 58[status=5.0,P=2505.47,WS=10.82]"
