原始联合重复段数_仅用于统计,仅正功率重复段数,被剔除的零负或无效功率重复段数,仅正功率重复段占比,原始联合重复总持续长度_仅用于统计,仅正功率重复总持续长度,被剔除重复总持续长度,仅正功率重复持续长度占比,筛选规则,说明
5733,2877,2856,0.5018315018315018,1475000.0,75414.0,1399586.0,0.05112813559322034,重复值组合中的ACTIVE_POWER > 0,本脚本不保存全量联合重复明细，只保存仅正功率结果；原始联合重复指标仅用于筛选统计。
