场站,阈值,修正作用情况,对应最终处理方式,分段数,分段占比,覆盖分钟数,覆盖分钟占比,纳入统计分钟数,原异常分钟数,修正后异常分钟数,异常分钟数净变化量（修正后-原）,有效异常分钟数改善量,原异常程度总和,修正后异常程度总和,异常程度净变化量（修正后-原）,有效异常程度改善量,有效异常程度改善率,原偏离程度总和,修正后偏离程度总和,偏离程度净变化量（修正后-原）,有效偏离程度改善量,有效偏离程度改善率,重复正功率>0总分段数,重复正功率>0总覆盖分钟数,重复正功率>0总纳入统计分钟数,重复正功率>0总原异常分钟数,重复正功率>0总修正后异常分钟数,重复正功率>0总原异常程度,重复正功率>0总修正后异常程度,重复正功率>0总原偏离程度,重复正功率>0总修正后偏离程度
LGXRFD,0.19,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,40,0.5333333333333333,2317.0,0.04980439362022269,2300.0,822.0,2255.0,1433.0,0.0,409.467752,1126940.150858,1126530.6831059998,0.0,0.0,1100.4060519999998,1127972.8629029999,1126872.456851,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.2,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,11,0.14666666666666667,674.0,0.014487769227462276,674.0,59.0,410.0,351.0,0.0,9.120953,150.04745300000002,140.92650000000003,0.0,0.0,155.55299,392.565339,237.012349,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.2,情况2：修正前异常，修正后正常，修正后保留,修正后保留,7,0.09333333333333334,4688.0,0.10076952839516788,4678.0,3361.0,398.0,-2963.0,2963.0,5233.407685,102.124188,-5131.283497,5131.283497,0.980486101189344,7572.334247000001,807.6238860000001,-6764.710361,6764.7103609999995,0.8933454520552939,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.2,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,5,0.06666666666666667,34954.0,0.7513434504105585,34939.0,4369.0,1718.0,-2651.0,2657.0,2518.781447,572.509407,-1946.2720399999998,1947.529974,0.7732032393360726,14450.379625,3420.484457,-11029.895168,11029.895168,0.7632944915106339,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.2,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.2,情况5：修正前正常，修正后正常，修正后恶化，保留（不修正）,保留（不修正）,1,0.013333333333333334,411.0,0.008834529899832338,411.0,35.0,36.0,1.0,0.0,3.563505,35.204219,31.640714000000003,0.0,0.0,102.291973,136.770331,34.478358,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.2,情况6：修正前异常，修正后异常，修正后改善，标记为异常分段,标记为异常分段,7,0.09333333333333334,3455.0,0.07426593869567087,3451.0,2697.0,1845.0,-852.0,0.0,3305.5066850000003,1106.234412,-2199.2722730000005,0.0,0.0,4967.56799,2267.7814,-2699.7865899999997,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.2,情况7：修正前异常，修正后异常，修正后不变，标记为异常分段,标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.2,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,40,0.5333333333333333,2317.0,0.04980439362022269,2300.0,822.0,2255.0,1433.0,0.0,409.467752,1126940.150858,1126530.6831059998,0.0,0.0,1100.4060519999998,1127972.8629029999,1126872.456851,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.21,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,11,0.14666666666666667,674.0,0.014487769227462276,674.0,59.0,410.0,351.0,0.0,9.120953,150.04745300000002,140.92650000000003,0.0,0.0,155.55299,392.565339,237.012349,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.21,情况2：修正前异常，修正后正常，修正后保留,修正后保留,7,0.09333333333333334,4688.0,0.10076952839516788,4678.0,3361.0,398.0,-2963.0,2963.0,5233.407685,102.124188,-5131.283497,5131.283497,0.980486101189344,7572.334247000001,807.6238860000001,-6764.710361,6764.7103609999995,0.8933454520552939,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.21,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,5,0.06666666666666667,34954.0,0.7513434504105585,34939.0,4369.0,1718.0,-2651.0,2657.0,2518.781447,572.509407,-1946.2720399999998,1947.529974,0.7732032393360726,14450.379625,3420.484457,-11029.895168,11029.895168,0.7632944915106339,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.21,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.21,情况5：修正前正常，修正后正常，修正后恶化，保留（不修正）,保留（不修正）,1,0.013333333333333334,411.0,0.008834529899832338,411.0,35.0,36.0,1.0,0.0,3.563505,35.204219,31.640714000000003,0.0,0.0,102.291973,136.770331,34.478358,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.21,情况6：修正前异常，修正后异常，修正后改善，标记为异常分段,标记为异常分段,7,0.09333333333333334,3455.0,0.07426593869567087,3451.0,2697.0,1845.0,-852.0,0.0,3305.5066850000003,1106.234412,-2199.2722730000005,0.0,0.0,4967.56799,2267.7814,-2699.7865899999997,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.21,情况7：修正前异常，修正后异常，修正后不变，标记为异常分段,标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.21,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,40,0.5333333333333333,2317.0,0.04980439362022269,2300.0,822.0,2255.0,1433.0,0.0,409.467752,1126940.150858,1126530.6831059998,0.0,0.0,1100.4060519999998,1127972.8629029999,1126872.456851,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.22,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,11,0.14666666666666667,674.0,0.014487769227462276,674.0,59.0,410.0,351.0,0.0,9.120953,150.04745300000002,140.92650000000003,0.0,0.0,155.55299,392.565339,237.012349,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.22,情况2：修正前异常，修正后正常，修正后保留,修正后保留,7,0.09333333333333334,4688.0,0.10076952839516788,4678.0,3361.0,398.0,-2963.0,2963.0,5233.407685,102.124188,-5131.283497,5131.283497,0.980486101189344,7572.334247000001,807.6238860000001,-6764.710361,6764.7103609999995,0.8933454520552939,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.22,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,5,0.06666666666666667,34954.0,0.7513434504105585,34939.0,4369.0,1718.0,-2651.0,2657.0,2518.781447,572.509407,-1946.2720399999998,1947.529974,0.7732032393360726,14450.379625,3420.484457,-11029.895168,11029.895168,0.7632944915106339,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.22,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.22,情况5：修正前正常，修正后正常，修正后恶化，保留（不修正）,保留（不修正）,1,0.013333333333333334,411.0,0.008834529899832338,411.0,35.0,36.0,1.0,0.0,3.563505,35.204219,31.640714000000003,0.0,0.0,102.291973,136.770331,34.478358,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.22,情况6：修正前异常，修正后异常，修正后改善，标记为异常分段,标记为异常分段,7,0.09333333333333334,3455.0,0.07426593869567087,3451.0,2697.0,1845.0,-852.0,0.0,3305.5066850000003,1106.234412,-2199.2722730000005,0.0,0.0,4967.56799,2267.7814,-2699.7865899999997,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.22,情况7：修正前异常，修正后异常，修正后不变，标记为异常分段,标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.22,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,40,0.5333333333333333,2317.0,0.04980439362022269,2300.0,822.0,2255.0,1433.0,0.0,409.467752,1126940.150858,1126530.6831059998,0.0,0.0,1100.4060519999998,1127972.8629029999,1126872.456851,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.23,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,11,0.14666666666666667,674.0,0.014487769227462276,674.0,59.0,410.0,351.0,0.0,9.120953,150.04745300000002,140.92650000000003,0.0,0.0,155.55299,392.565339,237.012349,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.23,情况2：修正前异常，修正后正常，修正后保留,修正后保留,6,0.08,3359.0,0.0722023988650531,3350.0,3063.0,372.0,-2691.0,2691.0,4890.659503000001,81.71668,-4808.942823000001,4808.942822999999,0.9832912759618871,6642.234106,745.4580080000001,-5896.776098,5896.776098,0.8877699888164707,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.23,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,6,0.08,36283.0,0.7799105799406733,36267.0,4667.0,1744.0,-2923.0,2929.0,2861.529629,592.916915,-2268.612714,2269.870648,0.7932368146728702,15380.479765999999,3482.650335,-11897.829430999998,11897.829430999998,0.7735668595527997,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.23,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.23,情况5：修正前正常，修正后正常，修正后恶化，保留（不修正）,保留（不修正）,1,0.013333333333333334,411.0,0.008834529899832338,411.0,35.0,36.0,1.0,0.0,3.563505,35.204219,31.640714000000003,0.0,0.0,102.291973,136.770331,34.478358,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.23,情况6：修正前异常，修正后异常，修正后改善，标记为异常分段,标记为异常分段,7,0.09333333333333334,3455.0,0.07426593869567087,3451.0,2697.0,1845.0,-852.0,0.0,3305.5066850000003,1106.234412,-2199.2722730000005,0.0,0.0,4967.56799,2267.7814,-2699.7865899999997,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.23,情况7：修正前异常，修正后异常，修正后不变，标记为异常分段,标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.23,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,40,0.5333333333333333,2317.0,0.04980439362022269,2300.0,822.0,2255.0,1433.0,0.0,409.467752,1126940.150858,1126530.6831059998,0.0,0.0,1100.4060519999998,1127972.8629029999,1126872.456851,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.24,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,11,0.14666666666666667,674.0,0.014487769227462276,674.0,59.0,410.0,351.0,0.0,9.120953,150.04745300000002,140.92650000000003,0.0,0.0,155.55299,392.565339,237.012349,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.24,情况2：修正前异常，修正后正常，修正后保留,修正后保留,6,0.08,3359.0,0.0722023988650531,3350.0,3063.0,372.0,-2691.0,2691.0,4890.659503000001,81.71668,-4808.942823000001,4808.942822999999,0.9832912759618871,6642.234106,745.4580080000001,-5896.776098,5896.776098,0.8877699888164707,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.24,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,6,0.08,36283.0,0.7799105799406733,36267.0,4667.0,1744.0,-2923.0,2929.0,2861.529629,592.916915,-2268.612714,2269.870648,0.7932368146728702,15380.479765999999,3482.650335,-11897.829430999998,11897.829430999998,0.7735668595527997,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.24,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.24,情况5：修正前正常，修正后正常，修正后恶化，保留（不修正）,保留（不修正）,1,0.013333333333333334,411.0,0.008834529899832338,411.0,35.0,36.0,1.0,0.0,3.563505,35.204219,31.640714000000003,0.0,0.0,102.291973,136.770331,34.478358,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.24,情况6：修正前异常，修正后异常，修正后改善，标记为异常分段,标记为异常分段,7,0.09333333333333334,3455.0,0.07426593869567087,3451.0,2697.0,1845.0,-852.0,0.0,3305.5066850000003,1106.234412,-2199.2722730000005,0.0,0.0,4967.56799,2267.7814,-2699.7865899999997,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.24,情况7：修正前异常，修正后异常，修正后不变，标记为异常分段,标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.24,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,40,0.5333333333333333,2317.0,0.04980439362022269,2300.0,822.0,2255.0,1433.0,0.0,409.467752,1126940.150858,1126530.6831059998,0.0,0.0,1100.4060519999998,1127972.8629029999,1126872.456851,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.25,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,12,0.16,2480.0,0.053308112290959116,2480.0,495.0,2173.0,1678.0,0.0,146.880383,1263.5585609999998,1116.678178,0.0,0.0,808.270232,2442.608764,1634.3385320000002,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.25,情况2：修正前异常，修正后正常，修正后保留,修正后保留,6,0.08,3359.0,0.0722023988650531,3350.0,3063.0,372.0,-2691.0,2691.0,4890.659503000001,81.71668,-4808.942823000001,4808.942822999999,0.9832912759618871,6642.234106,745.4580080000001,-5896.776098,5896.776098,0.8877699888164707,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.25,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,6,0.08,36283.0,0.7799105799406733,36267.0,4667.0,1744.0,-2923.0,2929.0,2861.529629,592.916915,-2268.612714,2269.870648,0.7932368146728702,15380.479765999999,3482.650335,-11897.829430999998,11897.829430999998,0.7735668595527997,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.25,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.25,情况5：修正前正常，修正后正常，修正后恶化，保留（不修正）,保留（不修正）,1,0.013333333333333334,411.0,0.008834529899832338,411.0,35.0,36.0,1.0,0.0,3.563505,35.204219,31.640714000000003,0.0,0.0,102.291973,136.770331,34.478358,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.25,情况6：修正前异常，修正后异常，修正后改善，标记为异常分段,标记为异常分段,7,0.09333333333333334,3455.0,0.07426593869567087,3451.0,2697.0,1845.0,-852.0,0.0,3305.5066850000003,1106.234412,-2199.2722730000005,0.0,0.0,4967.56799,2267.7814,-2699.7865899999997,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.25,情况7：修正前异常，修正后异常，修正后不变，标记为异常分段,标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.25,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,39,0.52,511.0,0.01098405055672585,494.0,386.0,492.0,106.0,0.0,271.708322,1125826.63975,1125554.931428,0.0,0.0,447.6888100000001,1125922.819478,1125475.130668,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.26,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,13,0.17333333333333334,2484.0,0.05339409311723486,2484.0,496.0,2177.0,1681.0,0.0,149.561866,1291.1237509999999,1141.5618849999998,0.0,0.0,812.270888,2472.071275,1659.8003869999998,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.26,情况2：修正前异常，修正后正常，修正后保留,修正后保留,6,0.08,3359.0,0.0722023988650531,3350.0,3063.0,372.0,-2691.0,2691.0,4890.659503000001,81.71668,-4808.942823000001,4808.942822999999,0.9832912759618871,6642.234106,745.4580080000001,-5896.776098,5896.776098,0.8877699888164707,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.26,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,6,0.08,36283.0,0.7799105799406733,36267.0,4667.0,1744.0,-2923.0,2929.0,2861.529629,592.916915,-2268.612714,2269.870648,0.7932368146728702,15380.479765999999,3482.650335,-11897.829430999998,11897.829430999998,0.7735668595527997,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.26,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.26,情况5：修正前正常，修正后正常，修正后恶化，保留（不修正）,保留（不修正）,2,0.02666666666666667,415.0,0.008920510726108078,412.0,36.0,37.0,1.0,0.0,3.563505,48.042506,44.479001000000004,0.0,0.0,102.354531,150.126184,47.771653,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.26,情况6：修正前异常，修正后异常，修正后改善，标记为异常分段,标记为异常分段,7,0.09333333333333334,3455.0,0.07426593869567087,3451.0,2697.0,1845.0,-852.0,0.0,3305.5066850000003,1106.234412,-2199.2722730000005,0.0,0.0,4967.56799,2267.7814,-2699.7865899999997,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.26,情况7：修正前异常，修正后异常，修正后不变，标记为异常分段,标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.26,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,37,0.49333333333333335,503.0,0.010812088904174368,489.0,384.0,487.0,103.0,0.0,269.026839,1125786.236273,1125517.209434,0.0,0.0,443.625596,1125880.001114,1125436.375518,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.27,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,13,0.17333333333333334,2484.0,0.05339409311723486,2484.0,496.0,2177.0,1681.0,0.0,149.561866,1291.1237509999999,1141.5618849999998,0.0,0.0,812.270888,2472.071275,1659.8003869999998,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.27,情况2：修正前异常，修正后正常，修正后保留,修正后保留,7,0.09333333333333334,3382.0,0.0726967886161386,3370.0,3083.0,378.0,-2705.0,2705.0,4947.626964,89.916793,-4857.710171,4857.710171000001,0.9818262788091638,6712.364189,762.825431,-5949.538758,5949.538758,0.8863551783662017,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.27,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,6,0.08,36283.0,0.7799105799406733,36267.0,4667.0,1744.0,-2923.0,2929.0,2861.529629,592.916915,-2268.612714,2269.870648,0.7932368146728702,15380.479765999999,3482.650335,-11897.829430999998,11897.829430999998,0.7735668595527997,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.27,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.27,情况5：修正前正常，修正后正常，修正后恶化，保留（不修正）,保留（不修正）,2,0.02666666666666667,415.0,0.008920510726108078,412.0,36.0,37.0,1.0,0.0,3.563505,48.042506,44.479001000000004,0.0,0.0,102.354531,150.126184,47.771653,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.27,情况6：修正前异常，修正后异常，修正后改善，标记为异常分段,标记为异常分段,6,0.08,3432.0,0.07377154894458536,3431.0,2677.0,1839.0,-838.0,0.0,3248.539224,1098.034299,-2150.504925,0.0,0.0,4897.4379069999995,2250.4139769999997,-2647.02393,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.27,情况7：修正前异常，修正后异常，修正后不变，标记为异常分段,标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.27,情况8：修正前异常，修正后异常，修正后恶化，标记为异常分段,标记为异常分段,37,0.49333333333333335,503.0,0.010812088904174368,489.0,384.0,487.0,103.0,0.0,269.026839,1125786.236273,1125517.209434,0.0,0.0,443.625596,1125880.001114,1125436.375518,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.28,情况1：修正前正常，修正后异常，保留（不修正）,保留（不修正）,14,0.18666666666666668,2495.0,0.05363054038949314,2495.0,499.0,2188.0,1689.0,0.0,150.112557,1300.628194,1150.515637,0.0,0.0,816.1691440000001,2487.285156,1671.116012,0.0,0.0,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.28,情况2：修正前异常，修正后正常，修正后保留,修正后保留,8,0.10666666666666667,3419.0,0.0734921112591892,3407.0,3118.0,388.0,-2730.0,2730.0,4974.4288670000005,90.790037,-4883.638830000001,4883.63883,0.9817486510657947,6757.404053,772.684963,-5984.7190900000005,5984.71909,0.8856535798452126,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.28,情况3：修正前正常，修正后正常，修正后改善，修正后保留,修正后保留,6,0.08,36283.0,0.7799105799406733,36267.0,4667.0,1744.0,-2923.0,2929.0,2861.529629,592.916915,-2268.612714,2269.870648,0.7932368146728702,15380.479765999999,3482.650335,-11897.829430999998,11897.829430999998,0.7735668595527997,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
LGXRFD,0.28,情况4：修正前正常，修正后正常，修正后不变，保留（不修正）,保留（不修正）,4,0.05333333333333334,23.0,0.0004943897510855079,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,75,46522.0,46475.0,11343.0,6662.0,11479.848027,1128906.2705370001,28348.532877,1134998.088316
