场站,阈值,分段类别,最终处理方式,最终处理细分类型,分段数,分段占比,覆盖分钟数,覆盖分钟占比,纳入统计分钟数,纳入统计分钟占比,原异常分钟数,修正后异常分钟数,异常分钟数净变化量（修正后-原）,有效异常分钟数改善量,原异常程度总和,修正后异常程度总和,异常程度净变化量（修正后-原）,有效异常程度改善量,有效异常程度改善率,原偏离程度总和,修正后偏离程度总和,偏离程度净变化量（修正后-原）,有效偏离程度改善量,有效偏离程度改善率,总分段数,总覆盖分钟数,总纳入统计分钟数,总原异常分钟数,总修正后异常分钟数,总原异常程度,总修正后异常程度,总原偏离程度,总修正后偏离程度
LGXRFD,0.2,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,3,0.02564102564102564,217.0,0.0004823186859594141,212.0,0.00047792634072991975,56.0,56.0,0.0,0.0,43.418980999999995,43.418980999999995,0.0,0.0,0.0,96.55089699999999,96.55089699999999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.21,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,16,0.13675213675213677,1108.0,0.0024627147651752573,1107.0,0.0024955870716416094,94.0,446.0,352.0,0.0,12.684458,185.251672,172.567214,0.0,0.0,257.844963,529.33567,271.49070700000004,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.21,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,12,0.10256410256410256,39642.0,0.08811095552443822,39617.0,0.08931135773913788,7730.0,2116.0,-5614.0,5620.0,7752.189132,674.633595,-7077.555537,7078.8134709999995,0.9131373539094401,22022.713871999997,4228.108343,-17794.605528999997,17794.605529,0.8080114754441924,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.21,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,47,0.4017094017094017,5772.0,0.0128292325131693,5751.0,0.012964879177064946,3519.0,4100.0,581.0,0.0,3714.9744370000003,1128046.38527,1124331.410833,0.0,0.0,6067.974042,1130240.644303,1124172.670261,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.21,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.21,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.21,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,39,0.3333333333333333,403171.0,0.8961147785112578,396896.0,0.8947502496714257,34107.0,34107.0,0.0,0.0,8885.102834999998,8885.102834999998,0.0,0.0,0.0,77274.03053,77274.03053,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.21,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,3,0.02564102564102564,217.0,0.0004823186859594141,212.0,0.00047792634072991975,56.0,56.0,0.0,0.0,43.418980999999995,43.418980999999995,0.0,0.0,0.0,96.55089699999999,96.55089699999999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.22,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,16,0.13675213675213677,1108.0,0.0024627147651752573,1107.0,0.0024955870716416094,94.0,446.0,352.0,0.0,12.684458,185.251672,172.567214,0.0,0.0,257.844963,529.33567,271.49070700000004,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.22,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,12,0.10256410256410256,39642.0,0.08811095552443822,39617.0,0.08931135773913788,7730.0,2116.0,-5614.0,5620.0,7752.189132,674.633595,-7077.555537,7078.8134709999995,0.9131373539094401,22022.713871999997,4228.108343,-17794.605528999997,17794.605529,0.8080114754441924,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.22,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,47,0.4017094017094017,5772.0,0.0128292325131693,5751.0,0.012964879177064946,3519.0,4100.0,581.0,0.0,3714.9744370000003,1128046.38527,1124331.410833,0.0,0.0,6067.974042,1130240.644303,1124172.670261,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.22,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.22,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.22,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,40,0.3418803418803419,403290.0,0.8963792758551711,397015.0,0.8950185196457033,34133.0,34133.0,0.0,0.0,8925.129496,8925.129496,0.0,0.0,0.0,77344.96109699999,77344.96109699999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.22,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,2,0.017094017094017096,98.0,0.00021782134204618702,93.0,0.00020965636645227612,30.0,30.0,0.0,0.0,3.39232,3.39232,0.0,0.0,0.0,25.620330000000003,25.620330000000003,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.23,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,16,0.13675213675213677,1108.0,0.0024627147651752573,1107.0,0.0024955870716416094,94.0,446.0,352.0,0.0,12.684458,185.251672,172.567214,0.0,0.0,257.844963,529.33567,271.49070700000004,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.23,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,12,0.10256410256410256,39642.0,0.08811095552443822,39617.0,0.08931135773913788,7730.0,2116.0,-5614.0,5620.0,7752.189132,674.633595,-7077.555537,7078.8134709999995,0.9131373539094401,22022.713871999997,4228.108343,-17794.605528999997,17794.605529,0.8080114754441924,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.23,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,47,0.4017094017094017,5772.0,0.0128292325131693,5751.0,0.012964879177064946,3519.0,4100.0,581.0,0.0,3714.9744370000003,1128046.38527,1124331.410833,0.0,0.0,6067.974042,1130240.644303,1124172.670261,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.23,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.23,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.23,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,40,0.3418803418803419,403290.0,0.8963792758551711,397015.0,0.8950185196457033,34133.0,34133.0,0.0,0.0,8925.129496,8925.129496,0.0,0.0,0.0,77344.96109699999,77344.96109699999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.23,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,2,0.017094017094017096,98.0,0.00021782134204618702,93.0,0.00020965636645227612,30.0,30.0,0.0,0.0,3.39232,3.39232,0.0,0.0,0.0,25.620330000000003,25.620330000000003,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.24,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,16,0.13675213675213677,1108.0,0.0024627147651752573,1107.0,0.0024955870716416094,94.0,446.0,352.0,0.0,12.684458,185.251672,172.567214,0.0,0.0,257.844963,529.33567,271.49070700000004,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.24,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,12,0.10256410256410256,39642.0,0.08811095552443822,39617.0,0.08931135773913788,7730.0,2116.0,-5614.0,5620.0,7752.189132,674.633595,-7077.555537,7078.8134709999995,0.9131373539094401,22022.713871999997,4228.108343,-17794.605528999997,17794.605529,0.8080114754441924,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.24,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,47,0.4017094017094017,5772.0,0.0128292325131693,5751.0,0.012964879177064946,3519.0,4100.0,581.0,0.0,3714.9744370000003,1128046.38527,1124331.410833,0.0,0.0,6067.974042,1130240.644303,1124172.670261,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.24,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.24,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.24,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,40,0.3418803418803419,403290.0,0.8963792758551711,397015.0,0.8950185196457033,34133.0,34133.0,0.0,0.0,8925.129496,8925.129496,0.0,0.0,0.0,77344.96109699999,77344.96109699999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.24,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,2,0.017094017094017096,98.0,0.00021782134204618702,93.0,0.00020965636645227612,30.0,30.0,0.0,0.0,3.39232,3.39232,0.0,0.0,0.0,25.620330000000003,25.620330000000003,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.25,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,17,0.1452991452991453,2914.0,0.006476850925740704,2913.0,0.006566978445972907,530.0,2209.0,1679.0,0.0,150.44388800000002,1298.7627799999998,1148.3188919999998,0.0,0.0,910.5622050000001,2579.3790949999993,1668.8168899999991,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.25,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,12,0.10256410256410256,39642.0,0.08811095552443822,39617.0,0.08931135773913788,7730.0,2116.0,-5614.0,5620.0,7752.189132,674.633595,-7077.555537,7078.8134709999995,0.9131373539094401,22022.713871999997,4228.108343,-17794.605528999997,17794.605529,0.8080114754441924,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.25,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,46,0.39316239316239315,3966.0,0.008815096352603854,3945.0,0.008893487802733649,3083.0,2337.0,-746.0,0.0,3577.215007,1126932.8741619997,1123355.6591549998,0.0,0.0,5415.256799999999,1128190.6008779998,1122775.3440779997,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.25,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.25,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.25,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,40,0.3418803418803419,403290.0,0.8963792758551711,397015.0,0.8950185196457033,34133.0,34133.0,0.0,0.0,8925.129496,8925.129496,0.0,0.0,0.0,77344.96109699999,77344.96109699999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.25,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,2,0.017094017094017096,98.0,0.00021782134204618702,93.0,0.00020965636645227612,30.0,30.0,0.0,0.0,3.39232,3.39232,0.0,0.0,0.0,25.620330000000003,25.620330000000003,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.26,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,19,0.1623931623931624,2922.0,0.006494632259785291,2918.0,0.006578250293631632,532.0,2214.0,1682.0,0.0,153.12537099999997,1339.1662569999999,1186.0408859999998,0.0,0.0,914.625419,2622.197459,1707.57204,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.26,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,12,0.10256410256410256,39642.0,0.08811095552443822,39617.0,0.08931135773913788,7730.0,2116.0,-5614.0,5620.0,7752.189132,674.633595,-7077.555537,7078.8134709999995,0.9131373539094401,22022.713871999997,4228.108343,-17794.605528999997,17794.605529,0.8080114754441924,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.26,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,44,0.37606837606837606,3958.0,0.008797315018559267,3940.0,0.008882215955074924,3081.0,2332.0,-749.0,0.0,3574.5335240000004,1126892.470685,1123317.937161,0.0,0.0,5411.193585999999,1128147.7825139998,1122736.5889279998,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.26,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.26,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.26,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,40,0.3418803418803419,403290.0,0.8963792758551711,397015.0,0.8950185196457033,34133.0,34133.0,0.0,0.0,8925.129496,8925.129496,0.0,0.0,0.0,77344.96109699999,77344.96109699999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.26,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,2,0.017094017094017096,98.0,0.00021782134204618702,93.0,0.00020965636645227612,30.0,30.0,0.0,0.0,3.39232,3.39232,0.0,0.0,0.0,25.620330000000003,25.620330000000003,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.27,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,19,0.1623931623931624,2922.0,0.006494632259785291,2918.0,0.006578250293631632,532.0,2214.0,1682.0,0.0,153.12537099999997,1339.1662569999999,1186.0408859999998,0.0,0.0,914.625419,2622.197459,1707.57204,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.27,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,13,0.1111111111111111,39665.0,0.0881620768598164,39637.0,0.08935644512977278,7750.0,2122.0,-5628.0,5634.0,7809.156593000001,682.833708,-7126.3228850000005,7127.580819000001,0.9127209493262111,22092.843955,4245.475766,-17847.368189,17847.368189,0.8078348005061081,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.27,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,43,0.36752136752136755,3935.0,0.00874619368318108,3920.0,0.008837128564440026,3061.0,2326.0,-735.0,0.0,3517.566063,1126884.2705720002,1123366.7045090003,0.0,0.0,5341.063502999999,1128130.415091,1122789.351588,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.27,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.27,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.27,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,40,0.3418803418803419,403290.0,0.8963792758551711,397015.0,0.8950185196457033,34133.0,34133.0,0.0,0.0,8925.129496,8925.129496,0.0,0.0,0.0,77344.96109699999,77344.96109699999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.27,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,2,0.017094017094017096,98.0,0.00021782134204618702,93.0,0.00020965636645227612,30.0,30.0,0.0,0.0,3.39232,3.39232,0.0,0.0,0.0,25.620330000000003,25.620330000000003,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.28,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,20,0.17094017094017094,2933.0,0.006519081594096597,2929.0,0.006603048358480825,535.0,2225.0,1690.0,0.0,153.676062,1348.6707,1194.994638,0.0,0.0,918.523675,2637.4113399999997,1718.8876649999997,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.28,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,14,0.11965811965811966,39702.0,0.08824431552977262,39674.0,0.08943985680244734,7785.0,2132.0,-5653.0,5659.0,7835.958496,683.706952,-7152.251544000001,7153.509478,0.9129080356476661,22137.883819,4255.335298,-17882.548520999997,17882.548521,0.8077803943325501,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.28,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,41,0.3504273504273504,3887.0,0.008639505678913561,3872.0,0.00872891882691627,3023.0,2305.0,-718.0,0.0,3490.2134690000003,1126873.892885,1123383.679416,0.0,0.0,5292.125383,1128105.341678,1122813.2162950002,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.28,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.28,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.28,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,40,0.3418803418803419,403290.0,0.8963792758551711,397015.0,0.8950185196457033,34133.0,34133.0,0.0,0.0,8925.129496,8925.129496,0.0,0.0,0.0,77344.96109699999,77344.96109699999,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.28,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,2,0.017094017094017096,98.0,0.00021782134204618702,93.0,0.00020965636645227612,30.0,30.0,0.0,0.0,3.39232,3.39232,0.0,0.0,0.0,25.620330000000003,25.620330000000003,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.29,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,20,0.17094017094017094,2933.0,0.006519081594096597,2929.0,0.006603048358480825,535.0,2225.0,1690.0,0.0,153.676062,1348.6707,1194.994638,0.0,0.0,918.523675,2637.4113399999997,1718.8876649999997,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.29,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,14,0.11965811965811966,39702.0,0.08824431552977262,39674.0,0.08943985680244734,7785.0,2132.0,-5653.0,5659.0,7835.958496,683.706952,-7152.251544000001,7153.509478,0.9129080356476661,22137.883819,4255.335298,-17882.548520999997,17882.548521,0.8077803943325501,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.29,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,41,0.3504273504273504,3887.0,0.008639505678913561,3872.0,0.00872891882691627,3023.0,2305.0,-718.0,0.0,3490.2134690000003,1126873.892885,1123383.679416,0.0,0.0,5292.125383,1128105.341678,1122813.2162950002,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.29,重复正功率=0，且冻结风机数>0,正常,重复正功率=0且冻结风机数>0｜正常,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.29,重复正功率=0，且冻结风机数>0,标记为异常分段,重复正功率=0且冻结风机数>0｜标记为异常分段,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.29,重复正功率=0，且冻结风机数=0,正常,重复正功率=0且冻结风机数=0｜正常,41,0.3504273504273504,403311.0,0.8964259518570381,397031.0,0.8950545895582112,34139.0,34139.0,0.0,0.0,8926.732869,8926.732869,0.0,0.0,0.0,77351.331595,77351.331595,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.29,重复正功率=0，且冻结风机数=0,标记为异常分段,重复正功率=0且冻结风机数=0｜标记为异常分段,1,0.008547008547008548,77.0,0.00017114534017914694,77.0,0.00017358645394435765,24.0,24.0,0.0,0.0,1.788947,1.788947,0.0,0.0,0.0,19.249832,19.249832,0.0,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.3,重复正功率>0分段,保留（不修正）,重复正功率>0｜保留（不修正）,20,0.17094017094017094,2933.0,0.006519081594096597,2929.0,0.006603048358480825,535.0,2225.0,1690.0,0.0,153.676062,1348.6707,1194.994638,0.0,0.0,918.523675,2637.4113399999997,1718.8876649999997,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.3,重复正功率>0分段,修正后保留,重复正功率>0｜修正后保留,14,0.11965811965811966,39702.0,0.08824431552977262,39674.0,0.08943985680244734,7785.0,2132.0,-5653.0,5659.0,7835.958496,683.706952,-7152.251544000001,7153.509478,0.9129080356476661,22137.883819,4255.335298,-17882.548520999997,17882.548521,0.8077803943325501,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
LGXRFD,0.3,重复正功率>0分段,标记为异常分段,重复正功率>0｜标记为异常分段,41,0.3504273504273504,3887.0,0.008639505678913561,3872.0,0.00872891882691627,3023.0,2305.0,-718.0,0.0,3490.2134690000003,1126873.892885,1123383.679416,0.0,0.0,5292.125383,1128105.341678,1122813.2162950002,0.0,0.0,117,449910.0,443583.0,45506.0,40825.0,20408.369843,1137834.792353,105719.114304,1212368.669743
