字段名,重复值,开始时间,结束时间,持续长度
ACTIVE_POWER_STATION,99.05164,2024-02-26 10:13:00,2024-02-26 10:16:00,4
ACTIVE_POWER_STATION,58.8179,2024-02-28 10:54:00,2024-02-28 10:57:00,4
ACTIVE_POWER_STATION,369.21582,2024-02-29 09:18:00,2024-02-29 09:22:00,5
ACTIVE_POWER_STATION,373.10333,2024-02-29 11:41:00,2024-02-29 11:44:00,4
ACTIVE_POWER_STATION,373.065,2024-02-29 11:48:00,2024-02-29 11:51:00,4
ACTIVE_POWER_STATION,372.88275,2024-02-29 12:06:00,2024-02-29 12:09:00,4
ACTIVE_POWER_STATION,0.0,2024-03-03 14:21:00,2024-03-03 14:25:00,5
ACTIVE_POWER_STATION,0.0,2024-03-03 14:29:00,2024-03-03 14:36:00,8
ACTIVE_POWER_STATION,0.0,2024-03-03 14:40:00,2024-03-03 14:45:00,6
ACTIVE_POWER_STATION,387.20105,2024-03-04 07:31:00,2024-03-04 07:34:00,4
ACTIVE_POWER_STATION,387.17477,2024-03-04 08:07:00,2024-03-04 08:10:00,4
ACTIVE_POWER_STATION,387.22333,2024-03-04 08:15:00,2024-03-04 08:18:00,4
ACTIVE_POWER_STATION,383.45612,2024-03-04 08:31:00,2024-03-04 08:35:00,5
ACTIVE_POWER_STATION,387.19482,2024-03-04 08:43:00,2024-03-04 08:46:00,4
ACTIVE_POWER_STATION,387.161,2024-03-04 09:43:00,2024-03-04 09:46:00,4
ACTIVE_POWER_STATION,387.2968,2024-03-04 10:38:00,2024-03-04 10:42:00,5
ACTIVE_POWER_STATION,387.23953,2024-03-04 10:57:00,2024-03-04 11:00:00,4
ACTIVE_POWER_STATION,387.3806,2024-03-04 11:13:00,2024-03-04 11:17:00,5
ACTIVE_POWER_STATION,387.28857,2024-03-04 14:14:00,2024-03-04 14:17:00,4
ACTIVE_POWER_STATION,387.0998,2024-03-04 14:50:00,2024-03-04 14:54:00,5
ACTIVE_POWER_STATION,387.2057,2024-03-04 15:14:00,2024-03-04 15:18:00,5
ACTIVE_POWER_STATION,387.22595,2024-03-04 15:33:00,2024-03-04 15:36:00,4
ACTIVE_POWER_STATION,387.2364,2024-03-04 16:13:00,2024-03-04 16:16:00,4
ACTIVE_POWER_STATION,387.21143,2024-03-04 16:32:00,2024-03-04 16:35:00,4
ACTIVE_POWER_STATION,387.2557,2024-03-04 16:37:00,2024-03-04 16:41:00,5
ACTIVE_POWER_STATION,387.28076,2024-03-04 16:56:00,2024-03-04 17:00:00,5
ACTIVE_POWER_STATION,383.44553,2024-03-04 19:37:00,2024-03-04 19:40:00,4
ACTIVE_POWER_STATION,383.31772,2024-03-04 19:49:00,2024-03-04 19:54:00,6
ACTIVE_POWER_STATION,383.19473,2024-03-04 20:03:00,2024-03-04 20:06:00,4
ACTIVE_POWER_STATION,387.28223,2024-03-04 20:49:00,2024-03-04 20:54:00,6
ACTIVE_POWER_STATION,387.25482,2024-03-04 20:55:00,2024-03-04 21:00:00,6
ACTIVE_POWER_STATION,387.333,2024-03-04 21:01:00,2024-03-04 21:06:00,6
ACTIVE_POWER_STATION,387.23254,2024-03-04 21:07:00,2024-03-04 21:12:00,6
ACTIVE_POWER_STATION,387.37192,2024-03-04 21:13:00,2024-03-04 21:18:00,6
ACTIVE_POWER_STATION,387.21472,2024-03-04 21:19:00,2024-03-04 21:24:00,6
ACTIVE_POWER_STATION,0.0,2024-03-05 08:20:00,2024-03-05 08:24:00,5
ACTIVE_POWER_STATION,0.0,2024-03-05 08:29:00,2024-03-05 08:32:00,4
ACTIVE_POWER_STATION,378.29895,2024-03-05 20:15:00,2024-03-05 20:18:00,4
ACTIVE_POWER_STATION,0.0,2024-03-08 16:51:00,2024-03-08 17:07:00,17
ACTIVE_POWER_STATION,0.0,2024-03-09 17:18:00,2024-03-09 17:22:00,5
ACTIVE_POWER_STATION,0.0,2024-03-10 02:32:00,2024-03-10 02:35:00,4
ACTIVE_POWER_STATION,0.0,2024-03-10 02:57:00,2024-03-10 03:01:00,5
ACTIVE_POWER_STATION,0.0,2024-03-10 04:53:00,2024-03-10 05:05:00,13
ACTIVE_POWER_STATION,0.0,2024-03-16 21:04:00,2024-03-16 21:07:00,4
ACTIVE_POWER_STATION,377.0747,2024-03-17 12:02:00,2024-03-17 12:05:00,4
ACTIVE_POWER_STATION,377.0219,2024-03-17 12:45:00,2024-03-17 12:48:00,4
ACTIVE_POWER_STATION,387.7185,2024-03-22 10:51:00,2024-03-22 10:54:00,4
ACTIVE_POWER_STATION,387.64764,2024-03-22 11:21:00,2024-03-22 11:25:00,5
ACTIVE_POWER_STATION,355.70682,2024-03-24 00:16:00,2024-03-24 00:21:00,6
ACTIVE_POWER_STATION,355.73627,2024-03-24 00:34:00,2024-03-24 00:39:00,6
ACTIVE_POWER_STATION,355.89142,2024-03-24 00:48:00,2024-03-24 00:51:00,4
ACTIVE_POWER_STATION,375.50055,2024-03-25 15:17:00,2024-03-25 15:22:00,6
ACTIVE_POWER_STATION,371.59644,2024-03-25 15:36:00,2024-03-25 15:40:00,5
ACTIVE_POWER_STATION,371.39822,2024-03-25 17:23:00,2024-03-25 17:27:00,5
ACTIVE_POWER_STATION,375.3687,2024-03-25 20:29:00,2024-03-25 20:33:00,5
ACTIVE_POWER_STATION,0.0,2024-03-27 00:22:00,2024-03-27 00:26:00,5
ACTIVE_POWER_STATION,0.0,2024-03-27 00:32:00,2024-03-27 00:38:00,7
ACTIVE_POWER_STATION,0.0,2024-03-27 00:46:00,2024-03-27 00:49:00,4
ACTIVE_POWER_STATION,0.0,2024-03-27 01:24:00,2024-03-27 01:27:00,4
ACTIVE_POWER_STATION,0.0,2024-03-27 02:31:00,2024-03-27 02:37:00,7
ACTIVE_POWER_STATION,0.0,2024-03-27 02:39:00,2024-03-27 02:47:00,9
ACTIVE_POWER_STATION,387.3717,2024-03-29 04:48:00,2024-03-29 04:52:00,5
ACTIVE_POWER_STATION,387.4101,2024-03-29 04:54:00,2024-03-29 04:58:00,5
ACTIVE_POWER_STATION,387.32318,2024-03-29 07:18:00,2024-03-29 07:22:00,5
ACTIVE_POWER_STATION,387.1804,2024-03-29 08:02:00,2024-03-29 08:05:00,4
ACTIVE_POWER_STATION,387.17883,2024-03-29 08:30:00,2024-03-29 08:34:00,5
ACTIVE_POWER_STATION,387.10623,2024-03-29 08:48:00,2024-03-29 08:53:00,6
ACTIVE_POWER_STATION,350.1502,2024-03-29 09:57:00,2024-03-29 10:01:00,5
ACTIVE_POWER_STATION,0.0,2024-03-29 15:04:00,2024-03-29 15:07:00,4
ACTIVE_POWER_STATION,-3.8218994,2024-03-29 15:28:00,2024-03-29 15:31:00,4
ACTIVE_POWER_STATION,0.0,2024-03-30 14:01:00,2024-03-30 14:04:00,4
ACTIVE_POWER_STATION,387.25723,2024-03-30 20:49:00,2024-03-30 20:52:00,4
ACTIVE_POWER_STATION,0.0,2024-04-01 02:53:00,2024-04-01 03:00:00,8
ACTIVE_POWER_STATION,390.98264,2024-04-01 21:32:00,2024-04-01 21:35:00,4
ACTIVE_POWER_STATION,391.00952,2024-04-01 21:45:00,2024-04-01 21:48:00,4
ACTIVE_POWER_STATION,390.98642,2024-04-01 22:34:00,2024-04-01 22:37:00,4
ACTIVE_POWER_STATION,0.0,2024-04-05 13:27:00,2024-04-05 13:33:00,7
ACTIVE_POWER_STATION,0.0,2024-04-05 13:57:00,2024-04-05 14:00:00,4
ACTIVE_POWER_STATION,0.0,2024-04-05 14:02:00,2024-04-05 14:05:00,4
ACTIVE_POWER_STATION,0.0,2024-04-05 14:39:00,2024-04-05 14:42:00,4
ACTIVE_POWER_STATION,0.0,2024-04-06 02:39:00,2024-04-06 02:42:00,4
ACTIVE_POWER_STATION,0.0,2024-04-06 11:28:00,2024-04-06 11:31:00,4
ACTIVE_POWER_STATION,0.0,2024-04-08 00:34:00,2024-04-08 00:40:00,7
ACTIVE_POWER_STATION,0.0,2024-04-10 02:36:00,2024-04-10 02:40:00,5
ACTIVE_POWER_STATION,383.09393,2024-04-11 01:24:00,2024-04-11 01:27:00,4
ACTIVE_POWER_STATION,387.07037,2024-04-14 00:20:00,2024-04-14 00:23:00,4
ACTIVE_POWER_STATION,387.11017,2024-04-14 00:38:00,2024-04-14 00:43:00,6
ACTIVE_POWER_STATION,387.07977,2024-04-14 00:50:00,2024-04-14 00:55:00,6
ACTIVE_POWER_STATION,387.02216,2024-04-14 01:14:00,2024-04-14 01:19:00,6
ACTIVE_POWER_STATION,387.0805,2024-04-14 06:56:00,2024-04-14 07:01:00,6
ACTIVE_POWER_STATION,387.08276,2024-04-14 07:02:00,2024-04-14 07:07:00,6
ACTIVE_POWER_STATION,317.00702,2024-04-14 14:47:00,2024-04-14 15:14:00,28
ACTIVE_POWER_STATION,346.84033,2024-04-14 15:16:00,2024-04-14 15:19:00,4
ACTIVE_POWER_STATION,341.37158,2024-04-14 15:37:00,2024-04-14 15:40:00,4
ACTIVE_POWER_STATION,0.0,2024-04-15 17:51:00,2024-04-15 17:56:00,6
ACTIVE_POWER_STATION,0.0,2024-04-16 09:18:00,2024-04-16 09:21:00,4
ACTIVE_POWER_STATION,0.0,2024-04-17 22:47:00,2024-04-17 22:54:00,8
ACTIVE_POWER_STATION,0.0,2024-04-18 09:08:00,2024-04-18 09:12:00,5
ACTIVE_POWER_STATION,0.0,2024-04-18 14:16:00,2024-04-18 14:22:00,7
ACTIVE_POWER_STATION,390.89062,2024-04-19 14:46:00,2024-04-19 14:51:00,6
ACTIVE_POWER_STATION,390.78732,2024-04-19 14:54:00,2024-04-19 14:57:00,4
ACTIVE_POWER_STATION,390.81757,2024-04-19 15:52:00,2024-04-19 15:58:00,7
ACTIVE_POWER_STATION,390.71298,2024-04-19 16:04:00,2024-04-19 16:07:00,4
ACTIVE_POWER_STATION,390.61792,2024-04-19 16:17:00,2024-04-19 16:21:00,5
ACTIVE_POWER_STATION,390.58194,2024-04-19 16:24:00,2024-04-19 16:27:00,4
ACTIVE_POWER_STATION,386.67783,2024-04-19 16:34:00,2024-04-19 16:39:00,6
ACTIVE_POWER_STATION,382.80893,2024-04-20 03:35:00,2024-04-20 03:40:00,6
ACTIVE_POWER_STATION,382.69064,2024-04-20 04:00:00,2024-04-20 04:03:00,4
ACTIVE_POWER_STATION,382.7439,2024-04-20 04:35:00,2024-04-20 04:38:00,4
ACTIVE_POWER_STATION,382.73145,2024-04-20 04:41:00,2024-04-20 04:46:00,6
ACTIVE_POWER_STATION,-3.516886,2024-04-22 14:30:00,2024-04-22 14:34:00,5
ACTIVE_POWER_STATION,0.0,2024-04-22 18:30:00,2024-04-22 18:33:00,4
ACTIVE_POWER_STATION,0.0,2024-04-23 01:12:00,2024-04-23 01:20:00,9
ACTIVE_POWER_STATION,0.0,2024-04-23 07:18:00,2024-04-23 07:23:00,6
ACTIVE_POWER_STATION,0.0,2024-04-23 07:32:00,2024-04-23 07:35:00,4
ACTIVE_POWER_STATION,0.0,2024-04-23 08:57:00,2024-04-23 09:01:00,5
ACTIVE_POWER_STATION,-2.9027953,2024-04-23 10:06:00,2024-04-23 10:12:00,7
ACTIVE_POWER_STATION,0.0,2024-04-24 03:02:00,2024-04-24 03:06:00,5
ACTIVE_POWER_STATION,0.0,2024-04-24 12:51:00,2024-04-24 12:56:00,6
ACTIVE_POWER_STATION,0.0,2024-04-24 13:23:00,2024-04-24 13:36:00,14
ACTIVE_POWER_STATION,-3.6013303,2024-04-24 15:09:00,2024-04-24 15:12:00,4
ACTIVE_POWER_STATION,40.275303,2024-04-26 11:34:00,2024-04-26 11:38:00,5
ACTIVE_POWER_STATION,0.0,2024-05-02 08:20:00,2024-05-02 08:24:00,5
ACTIVE_POWER_STATION,0.0,2024-05-02 11:11:00,2024-05-02 11:16:00,6
ACTIVE_POWER_STATION,0.0,2024-05-03 15:07:00,2024-05-03 15:15:00,9
ACTIVE_POWER_STATION,0.0,2024-05-03 15:17:00,2024-05-03 15:22:00,6
ACTIVE_POWER_STATION,111.083496,2024-05-06 16:46:00,2024-05-06 16:50:00,4
ACTIVE_POWER_STATION,0.0,2024-05-07 10:38:00,2024-05-07 10:42:00,5
ACTIVE_POWER_STATION,-2.9397497,2024-05-07 15:25:00,2024-05-07 15:28:00,4
ACTIVE_POWER_STATION,0.0,2024-05-09 10:58:00,2024-05-09 11:02:00,5
ACTIVE_POWER_STATION,391.03418,2024-05-10 13:29:00,2024-05-10 13:32:00,4
ACTIVE_POWER_STATION,391.11108,2024-05-10 13:47:00,2024-05-10 13:50:00,4
ACTIVE_POWER_STATION,390.9909,2024-05-10 14:17:00,2024-05-10 14:20:00,4
ACTIVE_POWER_STATION,392.26605,2024-05-10 15:53:00,2024-05-10 15:56:00,4
ACTIVE_POWER_STATION,393.8173,2024-05-11 02:11:00,2024-05-11 02:16:00,6
ACTIVE_POWER_STATION,0.0,2024-05-11 16:54:00,2024-05-11 16:57:00,4
ACTIVE_POWER_STATION,390.28928,2024-05-16 20:56:00,2024-05-16 21:01:00,6
ACTIVE_POWER_STATION,390.2307,2024-05-16 21:56:00,2024-05-16 22:01:00,6
ACTIVE_POWER_STATION,390.17047,2024-05-16 22:08:00,2024-05-16 22:11:00,4
ACTIVE_POWER_STATION,390.1648,2024-05-16 23:56:00,2024-05-16 23:59:00,4
ACTIVE_POWER_STATION,390.02176,2024-05-17 01:08:00,2024-05-17 01:12:00,5
ACTIVE_POWER_STATION,384.8873,2024-05-17 21:59:00,2024-05-17 22:02:00,4
ACTIVE_POWER_STATION,384.81073,2024-05-17 23:39:00,2024-05-17 23:43:00,5
ACTIVE_POWER_STATION,384.78107,2024-05-18 00:53:00,2024-05-18 00:56:00,4
ACTIVE_POWER_STATION,384.56256,2024-05-18 11:27:00,2024-05-18 11:31:00,5
ACTIVE_POWER_STATION,384.55865,2024-05-18 12:17:00,2024-05-18 12:20:00,4
ACTIVE_POWER_STATION,384.60345,2024-05-18 12:21:00,2024-05-18 12:24:00,4
ACTIVE_POWER_STATION,384.5343,2024-05-18 12:39:00,2024-05-18 12:42:00,4
ACTIVE_POWER_STATION,384.6084,2024-05-18 12:51:00,2024-05-18 12:54:00,4
ACTIVE_POWER_STATION,384.4997,2024-05-18 13:11:00,2024-05-18 13:14:00,4
ACTIVE_POWER_STATION,0.0,2024-05-21 03:14:00,2024-05-21 03:19:00,6
ACTIVE_POWER_STATION,0.0,2024-05-21 05:56:00,2024-05-21 05:59:00,4
ACTIVE_POWER_STATION,0.0,2024-05-23 09:49:00,2024-05-23 09:54:00,6
ACTIVE_POWER_STATION,-3.8286276,2024-05-23 10:35:00,2024-05-23 10:38:00,4
ACTIVE_POWER_STATION,0.0,2024-05-24 10:38:00,2024-05-24 10:41:00,4
ACTIVE_POWER_STATION,0.0,2024-05-24 11:43:00,2024-05-24 11:46:00,4
ACTIVE_POWER_STATION,0.0,2024-05-26 13:26:00,2024-05-26 13:29:00,4
ACTIVE_POWER_STATION,0.0,2024-06-01 17:57:00,2024-06-01 18:01:00,5
ACTIVE_POWER_STATION,0.0,2024-06-02 17:44:00,2024-06-02 17:48:00,5
ACTIVE_POWER_STATION,0.0,2024-06-06 08:05:00,2024-06-06 08:11:00,7
ACTIVE_POWER_STATION,-3.613634,2024-06-06 14:15:00,2024-06-06 14:20:00,6
ACTIVE_POWER_STATION,0.0,2024-06-13 01:35:00,2024-06-13 01:38:00,4
ACTIVE_POWER_STATION,0.0,2024-06-13 12:52:00,2024-06-13 12:57:00,6
ACTIVE_POWER_STATION,0.0,2024-06-13 13:07:00,2024-06-13 13:14:00,8
ACTIVE_POWER_STATION,0.0,2024-06-15 11:42:00,2024-06-15 11:49:00,8
ACTIVE_POWER_STATION,0.0,2024-06-17 03:34:00,2024-06-17 03:38:00,5
ACTIVE_POWER_STATION,0.0,2024-06-17 09:32:00,2024-06-17 09:44:00,13
ACTIVE_POWER_STATION,389.98962,2024-06-19 09:44:00,2024-06-19 09:47:00,4
ACTIVE_POWER_STATION,386.34787,2024-06-22 05:20:00,2024-06-22 05:25:00,6
ACTIVE_POWER_STATION,386.19275,2024-06-22 05:26:00,2024-06-22 05:31:00,6
ACTIVE_POWER_STATION,386.19974,2024-06-22 05:39:00,2024-06-22 05:42:00,4
ACTIVE_POWER_STATION,385.97217,2024-06-22 09:50:00,2024-06-22 09:54:00,5
ACTIVE_POWER_STATION,383.66663,2024-06-23 17:16:00,2024-06-23 17:19:00,4
ACTIVE_POWER_STATION,0.0,2024-06-25 21:52:00,2024-06-25 21:55:00,4
ACTIVE_POWER_STATION,0.0,2024-06-26 11:15:00,2024-06-26 11:20:00,6
ACTIVE_POWER_STATION,-1.016098,2024-06-26 11:25:00,2024-06-26 11:32:00,7
ACTIVE_POWER_STATION,56.400345,2024-07-01 11:24:00,2024-07-01 12:44:00,75
ACTIVE_POWER_STATION,16.633892,2024-07-01 12:46:00,2024-07-01 12:50:00,5
ACTIVE_POWER_STATION,38.08285,2024-07-01 13:08:00,2024-07-01 13:12:00,5
ACTIVE_POWER_STATION,33.000813,2024-07-01 13:13:00,2024-07-01 13:16:00,4
ACTIVE_POWER_STATION,109.626434,2024-07-01 16:22:00,2024-07-01 16:28:00,7
ACTIVE_POWER_STATION,374.3079,2024-07-01 22:26:00,2024-07-01 22:29:00,4
ACTIVE_POWER_STATION,374.15344,2024-07-01 22:31:00,2024-07-01 22:35:00,5
ACTIVE_POWER_STATION,373.97662,2024-07-01 22:42:00,2024-07-01 22:45:00,4
ACTIVE_POWER_STATION,374.06964,2024-07-01 23:01:00,2024-07-01 23:04:00,4
ACTIVE_POWER_STATION,355.94513,2024-07-02 13:49:00,2024-07-02 13:52:00,4
ACTIVE_POWER_STATION,188.32703,2024-07-02 17:05:00,2024-07-02 17:08:00,4
ACTIVE_POWER_STATION,149.79019,2024-07-02 17:46:00,2024-07-02 17:51:00,6
ACTIVE_POWER_STATION,-4.995409,2024-07-04 22:21:00,2024-07-04 22:33:00,13
ACTIVE_POWER_STATION,50.715836,2024-07-05 11:14:00,2024-07-05 11:17:00,4
ACTIVE_POWER_STATION,76.34339,2024-07-05 11:29:00,2024-07-05 11:32:00,4
ACTIVE_POWER_STATION,193.32617,2024-07-05 16:49:00,2024-07-05 16:55:00,7
ACTIVE_POWER_STATION,352.2517,2024-07-05 18:54:00,2024-07-05 18:57:00,4
ACTIVE_POWER_STATION,383.81577,2024-07-05 19:52:00,2024-07-05 19:55:00,4
ACTIVE_POWER_STATION,383.956,2024-07-05 19:56:00,2024-07-05 20:01:00,6
ACTIVE_POWER_STATION,385.6136,2024-07-05 20:20:00,2024-07-05 20:24:00,5
ACTIVE_POWER_STATION,385.66705,2024-07-05 20:32:00,2024-07-05 20:36:00,5
ACTIVE_POWER_STATION,385.53537,2024-07-05 21:02:00,2024-07-05 21:07:00,6
ACTIVE_POWER_STATION,385.44446,2024-07-05 22:04:00,2024-07-05 22:07:00,4
ACTIVE_POWER_STATION,389.48773,2024-07-05 23:08:00,2024-07-05 23:12:00,5
ACTIVE_POWER_STATION,389.53397,2024-07-05 23:27:00,2024-07-05 23:30:00,4
ACTIVE_POWER_STATION,385.4342,2024-07-06 00:58:00,2024-07-06 01:01:00,4
ACTIVE_POWER_STATION,385.50977,2024-07-06 02:45:00,2024-07-06 02:48:00,4
ACTIVE_POWER_STATION,381.57703,2024-07-06 03:38:00,2024-07-06 03:42:00,5
ACTIVE_POWER_STATION,381.6315,2024-07-06 03:45:00,2024-07-06 03:48:00,4
ACTIVE_POWER_STATION,381.44794,2024-07-06 04:08:00,2024-07-06 04:11:00,4
ACTIVE_POWER_STATION,381.4892,2024-07-06 04:33:00,2024-07-06 04:37:00,5
ACTIVE_POWER_STATION,381.465,2024-07-06 04:50:00,2024-07-06 04:55:00,6
ACTIVE_POWER_STATION,373.9946,2024-07-07 20:39:00,2024-07-07 20:44:00,6
ACTIVE_POWER_STATION,373.93707,2024-07-07 20:45:00,2024-07-07 20:50:00,6
ACTIVE_POWER_STATION,369.58517,2024-07-07 22:45:00,2024-07-07 22:50:00,6
ACTIVE_POWER_STATION,385.46115,2024-07-08 21:52:00,2024-07-08 21:57:00,6
ACTIVE_POWER_STATION,383.4956,2024-07-08 22:28:00,2024-07-08 22:33:00,6
ACTIVE_POWER_STATION,383.3062,2024-07-08 22:34:00,2024-07-08 22:39:00,6
ACTIVE_POWER_STATION,383.4357,2024-07-08 22:40:00,2024-07-08 22:45:00,6
ACTIVE_POWER_STATION,383.35504,2024-07-08 22:52:00,2024-07-08 22:57:00,6
ACTIVE_POWER_STATION,383.36505,2024-07-08 22:58:00,2024-07-08 23:03:00,6
ACTIVE_POWER_STATION,-4.4109774,2024-07-10 12:31:00,2024-07-10 13:54:00,8
ACTIVE_POWER_STATION,-3.9829676,2024-07-10 16:22:00,2024-07-10 16:29:00,8
ACTIVE_POWER_STATION,18.756811,2024-07-11 13:25:00,2024-07-11 13:28:00,4
ACTIVE_POWER_STATION,5.513061,2024-07-11 15:10:00,2024-07-11 15:13:00,4
ACTIVE_POWER_STATION,0.0,2024-07-11 16:13:00,2024-07-11 16:16:00,4
ACTIVE_POWER_STATION,0.0,2024-07-11 20:29:00,2024-07-11 20:32:00,4
ACTIVE_POWER_STATION,0.0,2024-07-12 05:29:00,2024-07-12 05:33:00,5
ACTIVE_POWER_STATION,0.0,2024-07-12 05:39:00,2024-07-12 05:53:00,15
ACTIVE_POWER_STATION,33.414852,2024-07-12 11:18:00,2024-07-12 11:24:00,7
ACTIVE_POWER_STATION,369.5035,2024-07-16 16:25:00,2024-07-16 16:28:00,4
ACTIVE_POWER_STATION,369.58823,2024-07-16 16:50:00,2024-07-16 16:54:00,5
ACTIVE_POWER_STATION,369.403,2024-07-16 16:55:00,2024-07-16 17:00:00,6
ACTIVE_POWER_STATION,373.50525,2024-07-16 19:38:00,2024-07-16 19:42:00,5
ACTIVE_POWER_STATION,373.5614,2024-07-17 02:14:00,2024-07-17 02:17:00,4
ACTIVE_POWER_STATION,369.6323,2024-07-17 03:56:00,2024-07-17 03:59:00,4
ACTIVE_POWER_STATION,369.58847,2024-07-18 00:02:00,2024-07-18 00:07:00,6
ACTIVE_POWER_STATION,369.60974,2024-07-18 00:32:00,2024-07-18 00:35:00,4
ACTIVE_POWER_STATION,369.52316,2024-07-18 00:45:00,2024-07-18 00:49:00,5
ACTIVE_POWER_STATION,369.61252,2024-07-18 01:02:00,2024-07-18 01:07:00,6
ACTIVE_POWER_STATION,369.53238,2024-07-18 01:28:00,2024-07-18 01:31:00,4
ACTIVE_POWER_STATION,365.4848,2024-07-18 01:56:00,2024-07-18 02:01:00,6
ACTIVE_POWER_STATION,365.3155,2024-07-18 02:02:00,2024-07-18 02:07:00,6
ACTIVE_POWER_STATION,365.42807,2024-07-18 02:08:00,2024-07-18 02:13:00,6
ACTIVE_POWER_STATION,365.54645,2024-07-18 02:32:00,2024-07-18 02:37:00,6
ACTIVE_POWER_STATION,373.73233,2024-07-21 20:34:00,2024-07-21 20:39:00,6
ACTIVE_POWER_STATION,369.49268,2024-07-21 23:41:00,2024-07-21 23:45:00,5
ACTIVE_POWER_STATION,345.40344,2024-07-25 10:43:00,2024-07-25 11:14:00,28
ACTIVE_POWER_STATION,348.667,2024-07-25 11:15:00,2024-07-25 11:29:00,15
ACTIVE_POWER_STATION,338.2296,2024-07-25 13:18:00,2024-07-25 13:50:00,30
ACTIVE_POWER_STATION,293.36517,2024-07-25 13:52:00,2024-07-25 14:06:00,15
ACTIVE_POWER_STATION,336.73367,2024-07-25 15:08:00,2024-07-25 15:38:00,28
ACTIVE_POWER_STATION,342.72977,2024-07-25 15:40:00,2024-07-25 15:54:00,15
ACTIVE_POWER_STATION,352.26392,2024-07-25 17:43:00,2024-07-25 17:47:00,5
ACTIVE_POWER_STATION,345.9663,2024-07-29 08:21:00,2024-07-29 08:25:00,5
LIMIT_POWER,399.9878,2023-09-21 00:00:00,2023-09-24 00:12:00,4333
LIMIT_POWER,399.51904,2023-09-24 00:13:00,2023-09-24 00:18:00,6
LIMIT_POWER,399.63623,2023-09-24 00:19:00,2023-09-24 00:54:00,36
LIMIT_POWER,399.9878,2023-09-24 00:55:00,2023-09-25 04:42:00,1661
LIMIT_POWER,399.8706,2023-09-25 04:43:00,2023-09-25 07:30:00,168
LIMIT_POWER,399.2114,2023-09-25 07:31:00,2023-09-25 07:36:00,6
LIMIT_POWER,399.9878,2023-09-25 07:37:00,2023-09-25 08:04:00,28
LIMIT_POWER,399.94385,2023-09-25 08:07:00,2023-09-25 08:12:00,6
LIMIT_POWER,399.9878,2023-09-25 08:13:00,2023-09-25 08:18:00,6
LIMIT_POWER,399.76807,2023-09-25 08:19:00,2023-09-25 08:24:00,6
LIMIT_POWER,399.9878,2023-09-25 08:25:00,2023-09-25 10:18:00,114
LIMIT_POWER,399.91455,2023-09-25 10:19:00,2023-09-25 10:24:00,6
LIMIT_POWER,399.9878,2023-09-25 10:25:00,2023-09-25 10:30:00,6
LIMIT_POWER,399.63623,2023-09-25 10:31:00,2023-09-25 11:48:00,78
LIMIT_POWER,399.9878,2023-09-25 11:49:00,2023-09-25 13:37:00,109
LIMIT_POWER,399.72412,2023-09-25 13:38:00,2023-09-25 13:43:00,6
LIMIT_POWER,399.9878,2023-09-25 13:44:00,2023-09-25 13:55:00,12
LIMIT_POWER,399.88525,2023-09-25 13:56:00,2023-09-26 01:43:00,708
LIMIT_POWER,399.9878,2023-09-26 01:44:00,2023-09-26 12:16:00,633
LIMIT_POWER,399.97314,2023-09-26 12:20:00,2023-09-26 12:25:00,6
LIMIT_POWER,399.9878,2023-09-26 12:26:00,2023-09-26 12:55:00,30
LIMIT_POWER,399.35788,2023-09-26 12:56:00,2023-09-26 16:01:00,186
LIMIT_POWER,399.9878,2023-09-26 16:02:00,2023-09-26 16:42:00,41
LIMIT_POWER,399.0942,2023-09-26 16:43:00,2023-09-28 06:59:00,2297
LIMIT_POWER,399.9878,2023-09-28 07:00:00,2023-09-28 15:32:00,513
LIMIT_POWER,399.72412,2023-09-28 15:33:00,2023-09-28 15:38:00,6
LIMIT_POWER,399.9878,2023-09-28 15:39:00,2023-09-28 16:08:00,30
LIMIT_POWER,399.85596,2023-09-28 16:09:00,2023-09-28 16:14:00,6
LIMIT_POWER,399.7827,2023-09-28 16:15:00,2023-09-28 16:44:00,30
LIMIT_POWER,399.9878,2023-09-28 16:45:00,2023-09-28 16:50:00,6
LIMIT_POWER,399.65088,2023-09-28 16:51:00,2023-09-28 16:56:00,6
LIMIT_POWER,399.9878,2023-09-28 16:57:00,2023-09-28 18:49:00,113
LIMIT_POWER,399.16745,2023-09-28 18:50:00,2023-09-28 18:54:00,5
LIMIT_POWER,399.9878,2023-09-28 18:55:00,2023-09-28 20:38:00,104
LIMIT_POWER,399.82666,2023-09-28 20:39:00,2023-09-28 20:44:00,6
LIMIT_POWER,399.9878,2023-09-28 20:45:00,2023-09-28 22:26:00,102
LIMIT_POWER,399.85596,2023-09-28 22:27:00,2023-09-28 22:32:00,6
LIMIT_POWER,399.2993,2023-09-28 22:33:00,2023-09-29 09:32:00,660
LIMIT_POWER,399.9878,2023-09-29 09:33:00,2023-09-29 10:02:00,30
LIMIT_POWER,399.40182,2023-09-29 10:03:00,2023-09-29 10:08:00,6
LIMIT_POWER,399.41647,2023-09-29 10:09:00,2023-09-29 10:14:00,6
LIMIT_POWER,399.9878,2023-09-29 10:15:00,2023-09-30 00:43:00,869
LIMIT_POWER,397.36563,2023-09-30 00:44:00,2023-09-30 04:14:00,211
LIMIT_POWER,399.9878,2023-09-30 04:15:00,2023-09-30 04:54:00,40
LIMIT_POWER,398.90378,2023-09-30 04:55:00,2023-09-30 06:45:00,111
LIMIT_POWER,399.9878,2023-09-30 06:46:00,2023-10-03 00:20:00,3935
