原始联合重复段数_仅用于统计,仅正功率重复段数,被剔除的零负或无效功率重复段数,仅正功率重复段占比,原始联合重复总持续长度_仅用于统计,仅正功率重复总持续长度,被剔除重复总持续长度,仅正功率重复持续长度占比,筛选规则,说明
4077,2523,1554,0.6188373804267844,834389.0,232526.0,601863.0,0.2786781704936187,重复值组合中的ACTIVE_POWER > 0,本脚本不保存全量联合重复明细，只保存仅正功率结果；原始联合重复指标仅用于筛选统计。
