开始时间,结束时间,持续分钟数,硬异常来源,硬异常来源说明
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-06 17:01:00,2024-01-06 17:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-01-14 00:44:00,2024-01-14 00:47:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 00:54:00,2024-01-14 00:57:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 01:30:00,2024-01-14 01:33:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 01:36:00,2024-01-14 01:41:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 02:30:00,2024-01-14 02:34:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 02:36:00,2024-01-14 02:41:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 02:42:00,2024-01-14 02:47:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 02:54:00,2024-01-14 02:59:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 03:30:00,2024-01-14 03:35:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 03:36:00,2024-01-14 03:41:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 03:48:00,2024-01-14 03:51:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 03:54:00,2024-01-14 03:59:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 04:06:00,2024-01-14 04:09:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 04:12:00,2024-01-14 04:15:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 04:24:00,2024-01-14 04:29:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 04:30:00,2024-01-14 04:33:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 04:36:00,2024-01-14 04:40:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 04:42:00,2024-01-14 04:46:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 04:54:00,2024-01-14 04:58:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 05:00:00,2024-01-14 05:05:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 05:12:00,2024-01-14 05:17:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 05:18:00,2024-01-14 05:22:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 05:36:00,2024-01-14 05:39:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 17:43:00,2024-01-14 17:47:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 17:54:00,2024-01-14 17:58:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 18:02:00,2024-01-14 18:05:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 18:06:00,2024-01-14 18:11:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 18:20:00,2024-01-14 18:23:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 18:48:00,2024-01-14 18:51:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 20:00:00,2024-01-14 20:05:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 20:56:00,2024-01-14 21:00:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 21:03:00,2024-01-14 21:06:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 21:07:00,2024-01-14 21:10:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 21:18:00,2024-01-14 21:24:00,7,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-14 22:36:00,2024-01-14 22:39:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 09:15:00,2024-01-20 09:19:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 09:45:00,2024-01-20 09:50:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 09:52:00,2024-01-20 09:56:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 14:03:00,2024-01-20 14:08:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 14:41:00,2024-01-20 14:44:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 14:45:00,2024-01-20 14:48:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 16:22:00,2024-01-20 16:25:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 17:00:00,2024-01-20 17:00:00,1,物理超额定,风机功率之和或 ACTIVE_POWER_STATION 超过额定功率上限；明细保留但汇总剔除
2024-01-20 19:10:00,2024-01-20 19:14:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-20 21:17:00,2024-01-20 21:20:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 12:10:00,2024-01-21 12:13:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 12:46:00,2024-01-21 12:51:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 13:34:00,2024-01-21 13:39:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 14:52:00,2024-01-21 14:57:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 15:10:00,2024-01-21 15:14:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 15:28:00,2024-01-21 15:31:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 15:41:00,2024-01-21 15:45:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 15:59:00,2024-01-21 16:03:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 16:22:00,2024-01-21 16:26:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-21 18:23:00,2024-01-21 18:26:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-22 00:10:00,2024-01-22 00:14:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-01-30 11:04:00,2024-01-30 11:04:00,1,物理超额定,风机功率之和或 ACTIVE_POWER_STATION 超过额定功率上限；明细保留但汇总剔除
2024-02-01 00:45:00,2024-02-01 00:50:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 00:51:00,2024-02-01 00:56:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 00:57:00,2024-02-01 01:00:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 01:39:00,2024-02-01 01:44:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 01:58:00,2024-02-01 02:02:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 02:09:00,2024-02-01 02:14:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 02:21:00,2024-02-01 02:24:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 02:45:00,2024-02-01 02:50:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 17:53:00,2024-02-01 17:56:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 18:33:00,2024-02-01 18:36:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 18:40:00,2024-02-01 18:43:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 19:39:00,2024-02-01 19:43:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 20:17:00,2024-02-01 20:20:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-01 21:22:00,2024-02-01 21:25:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-04 19:00:00,2024-02-04 19:03:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-07 14:37:00,2024-02-20 07:51:00,18315,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-12 18:41:00,2024-02-12 18:44:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-12 19:39:00,2024-02-12 19:43:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 07:57:00,2024-02-13 08:02:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 08:23:00,2024-02-13 08:26:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 12:39:00,2024-02-13 12:43:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 14:16:00,2024-02-13 14:19:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 15:27:00,2024-02-13 15:30:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 16:35:00,2024-02-13 16:38:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 16:39:00,2024-02-13 16:42:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 17:09:00,2024-02-13 17:13:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 17:29:00,2024-02-13 17:32:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 19:11:00,2024-02-13 19:14:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 20:41:00,2024-02-13 20:44:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-13 20:52:00,2024-02-13 20:56:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-14 00:57:00,2024-02-14 01:02:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-14 01:03:00,2024-02-14 01:06:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-15 16:36:00,2024-02-15 16:39:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-17 15:29:00,2024-02-17 15:34:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-17 22:13:00,2024-02-17 22:16:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 07:29:00,2024-02-18 07:32:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 10:54:00,2024-02-18 10:58:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 11:42:00,2024-02-18 11:45:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 19:24:00,2024-02-18 19:28:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 19:49:00,2024-02-18 19:52:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 20:11:00,2024-02-18 20:16:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 20:17:00,2024-02-18 20:22:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 20:37:00,2024-02-18 20:41:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 22:00:00,2024-02-18 22:03:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 23:00:00,2024-02-18 23:05:00,6,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 23:06:00,2024-02-18 23:10:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-18 23:18:00,2024-02-18 23:21:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-19 16:54:00,2024-02-19 16:58:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-19 21:13:00,2024-02-19 21:16:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-20 00:54:00,2024-02-20 00:58:00,5,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-20 09:38:00,2024-02-20 09:41:00,4,站端功率连续重复,ACTIVE_POWER_STATION 重复值大于阈值且持续长度大于阈值
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
2024-02-26 10:01:00,2024-02-26 10:04:00,4,风机联合连续重复,风机联合连续重复；用于计算重复风机功率扣减量，是否并入最终异常由参数控制
