场站,方案代码,方案名称,预测功率口径,原始总行数,纳入汇总统计行数,剔除物理越限行数,物理越限剔除说明,重复功率修正行数（纳入统计）,原有效检测行数（纳入统计）,原异常行数（纳入统计）,原异常率（纳入统计）,修正后有效检测行数（纳入统计）,修正后异常行数（纳入统计）,修正后异常率（纳入统计）,原异常程度总和（异常点，纳入统计）,修正后异常程度总和（异常点，纳入统计）,异常程度下降量（原-修正后）,原平均异常程度（异常点）,修正后平均异常程度（异常点）,原最大异常程度（异常点）,修正后最大异常程度（异常点）,原偏离程度总和（有效点，纳入统计）,修正后偏离程度总和（有效点，纳入统计）,偏离程度下降量（原-修正后）,原平均偏离程度（有效点）,修正后平均偏离程度（有效点）,原最大偏离程度（有效点）,修正后最大偏离程度（有效点）,原损耗MW最大值（纳入统计）,修正后损耗MW最大值（纳入统计）,风机联合重复标记分钟数（纳入统计）,站端功率重复硬异常分钟数（纳入统计）,物理越限硬异常分钟数（已剔除）,最终合并硬异常分钟数（纳入统计）,经验带下限百分位,经验带上限百分位,经验中位数,超低功率阈值MW,超低功率损耗比例阈值,异常程度/偏离程度带宽下限MW,风机联合重复并入最终异常模式,站端重复并入最终异常模式,物理越限并入最终异常模式,原异常程度总和（纳入统计）,修正后异常程度总和（纳入统计）,异常程度带宽下限MW
LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,443595,443583,12,物理越限点保留在明细中，但不参与本汇总统计,75733,443583,45494,0.1025602874772027,443583,40813,0.09200758369910479,20408.369843284912,1137834.792351737,-1117426.422508452,0.44859475630379636,27.87922456941996,53.303410958743655,7745.936,105719.11430486388,1212368.669740717,-1106649.555435853,0.23832995021194203,2.733126990305573,53.80459897784184,7745.936,153.59500999999997,153.59500999999997,46475,1952,12,1952,P05,P95,Q50；超低功率区间使用理想损耗P,3.0,0.99,0.05,marker,final,final,20408.369843284912,1137834.792351737,0.05
