region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
high,212.0,214.0,999,0,999,0.008267874636614714,1.2621794650626406,9.356536374509353
high,214.0,216.0,1018,0,1018,-0.022270055027300284,1.229604221654006,9.115056095121146
high,216.0,218.0,1096,3,1093,-0.019876563699751326,1.1822099191166116,8.763722130411441
high,218.0,220.0,1112,0,1112,-0.005669234626656472,1.196303106849919,8.868194931078449
high,220.0,222.0,1101,0,1101,-0.04195343123165074,1.2351480291599257,9.156152340162528
high,222.0,224.0,1047,1,1046,0.021942149796526422,1.1696221498222634,8.670408996632439
high,224.0,226.0,1113,1,1112,0.00229776024007311,1.1688765387277043,8.664881781588472
high,226.0,228.0,1131,2,1129,0.026286953178188632,1.2202519253678643,9.045727522751978
high,228.0,230.0,1115,0,1115,-0.04973156375086507,1.2776669673699477,9.471345229113421
high,230.0,232.0,1155,0,1155,-0.019057539943108992,1.2902582455679301,9.564684374395064
high,232.0,234.0,1185,0,1185,0.02276543942933884,1.1006498784750338,8.159117549135425
high,234.0,236.0,1160,2,1158,0.007501005040629671,1.1167190158179192,8.278238064258234
high,236.0,238.0,1117,2,1115,-0.00894367419587816,1.1954924447644597,8.86218549303894
high,238.0,240.0,1176,1,1175,0.0061133815265144165,1.1109951470411534,8.23580702501607
