P_left,P_right,P_med,L_med,n,base_bin_count,bin_width,min_bin_samples,station_code,station_name,scheme_code,scheme_name,power_col_for_prediction,power_threshold_axis,power_switch_threshold,fan_threshold_b
6.2,6.300000000000001,6.2528462000000005,2.457486850000001,164,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
6.300000000000001,6.4,6.3484764,2.4307217000000003,177,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
6.4,6.5,6.44864365,2.3585887500000005,156,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
6.5,6.6000000000000005,6.5492599,2.4045385,142,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
6.6000000000000005,6.7,6.6521187,2.3851519999999997,161,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
6.7,6.800000000000001,6.756666,2.4093519999999993,161,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
6.800000000000001,6.9,6.848711,2.3454742999999993,171,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
6.9,7.0,6.94879,2.3247170000000006,145,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.0,7.1000000000000005,7.04289245,2.28085895,152,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.1000000000000005,7.2,7.1491346,2.206144,145,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.2,7.300000000000001,7.24109625,2.1928349999999996,132,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.300000000000001,7.4,7.3522544,2.0970754000000005,109,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.4,7.5,7.457827,2.0459962999999997,109,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.5,7.6000000000000005,7.541653999999999,2.1237389999999996,112,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.6000000000000005,7.7,7.6545872500000005,1.99879725,96,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.7,7.800000000000001,7.7456365,1.9188099999999997,75,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.800000000000001,7.9,7.856657,1.826108500000001,69,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
7.9,8.0,7.9475255,1.7228009999999996,61,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
8.0,8.1,8.045494,1.7490260000000006,41,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
8.1,8.200000000000001,8.151682000000001,1.5582674999999995,38,1,0.1,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
