P_left,P_right,P_med,n,base_bin_count,bin_width,min_bin_samples,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q50,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,region,quantile_rule,station_code,station_name,scheme_code,scheme_name,power_col_for_prediction,power_threshold_axis,power_switch_threshold,fan_threshold_b,quantile_basis,ultra_low_power_max_mw,ultra_low_power_loss_ratio_min
0.0,0.1,0.053965986,99,1,0.1,20,2.596925201178,2.609130687176,2.6839175522,2.77729245504,2.8225102468,2.8334303408,2.85118840736,2.88218341616,2.9511923252880004,2.97736918968,3.3002683000000004,3.8634646666,3.9053842875,3.92086436808,3.93520414962,3.94850689584,3.9935008979999984,4.290862578752,4.369137440776,4.3826033432,4.388940698919999,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.1,0.2,0.15105784,81,1,0.1,20,2.294814692,2.464301174,2.55966779,2.6001276640000004,2.746035,2.7832964,2.8569446320000003,2.90262792,2.9118185629999997,2.931812935,3.25781438,3.7997109,3.837307396,3.8759532440000006,3.8980558680000006,3.9054146392,3.919220876,4.0991019271999996,4.435102891999998,4.716836040000001,4.849429744,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.2,0.30000000000000004,0.225665925,242,1,0.1,20,2.4039702885,2.4669685394,2.5868344602,2.6014277219999995,2.6288295620000004,2.6564991667999998,2.7047971835,2.7877810848,2.843438667,2.852718212,3.31334508,3.9183986770000003,3.975325071,3.9846986864,3.9932829702000006,4.034225289799999,4.092311447499999,4.1696197504,4.231163487699999,4.3574485408,4.4711098146,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.30000000000000004,0.4,0.34478295,75,1,0.1,20,2.534844101,2.5655157904,2.575735751,2.578527808,2.612775884,2.6329633496,2.6496037928000002,2.6888474432000002,2.7634848872,2.8231591120000004,3.25650472,3.847954548,3.8692206830000004,3.9012202435999996,3.9076074944,3.9225710892,3.942522919,3.968326627999999,4.039261696,4.140266517999999,4.267769654200001,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.4,0.5,0.4624077,283,1,0.1,20,2.2352945256,2.2950137464,2.330396936,2.4345062092,2.577389996,2.635394648,2.6782843533999996,2.6936503408,2.706757061,2.716784094,3.1802561,3.744771032,3.7666563924000003,3.7961944152000004,3.806949926,3.8485436556,3.869053217,3.922598151999999,4.0242788536,4.151960594,4.2923565298,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.5,0.6000000000000001,0.5337152,179,1,0.1,20,2.2301815172,2.30023978,2.374867246,2.39736736,2.41630159,2.4567078600000003,2.530271066,2.5417914080000004,2.5652038212000003,2.5801574800000004,3.1747213,3.6286763520000003,3.673500488000001,3.6793794456,3.7347664358000014,3.764945126,3.7719276769999994,3.8101924628,3.8411209319999995,3.9533574516,4.040690120000001,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.6000000000000001,0.7000000000000001,0.6638776,119,1,0.1,20,2.1918569654,2.260434,2.316071874,2.379001892,2.461093695,2.5107431424,2.5609981642,2.563779404,2.5774413139999997,2.602607416,3.0400400000000003,3.5410450000000004,3.5617549368000003,3.6045725104,3.6441572000000004,3.6643169759999994,3.6842230489999994,3.7186193640000003,3.8496619255999986,4.010074492,4.140504419999998,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.7000000000000001,0.8,0.75519264,277,1,0.1,20,2.038838156,2.1036969500000002,2.220798144,2.2576982232000002,2.31022384,2.3710899908,2.4531742368000002,2.512043012,2.567956984,2.58966056,3.0553552,3.61353868,3.6376935180000003,3.6905102631999998,3.7250552515999997,3.75529916,3.8491260299999994,3.944241783199999,4.015222523999998,4.245894284800001,4.4433204464,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.8,0.9,0.8473843649999999,342,1,0.1,20,2.186590601,2.249589086,2.3177342012,2.3901230336,2.4351695395,2.4520282614,2.499348575,2.518368948,2.5276113870000003,2.5444788500000004,3.082463835,3.62123822,3.6800854584000002,3.7364078524,3.7497392233999998,3.7863713075999996,3.8352753770000003,3.8773048104,3.8953289029000002,4.103069841999999,4.355391050399998,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
0.9,1.0,0.9501207,323,1,0.1,20,2.1295853432,2.2364461959999997,2.374464618,2.4150600600000005,2.43576209,2.4706887,2.4815064796,2.5026555188,2.528252603,2.5407519,3.0712322,3.620650588,3.667318033199999,3.7170939319999996,3.7422258604,3.777257064,3.8536636059999982,3.915812684,3.9988291890000003,4.118963192,4.1963418408,low,empirical_from_hard_anomaly_removed_only,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0,hard_anomaly_removed_only,3.0,0.99
