P_left,P_right,P_med,L_med,n,base_bin_count,bin_width,min_bin_samples,station_code,station_name,scheme_code,scheme_name,power_col_for_prediction,power_threshold_axis,power_switch_threshold,fan_threshold_b
294.0,296.0,294.995895,5.253450000000015,756,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
296.0,298.0,297.0196,5.212799999999959,685,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
298.0,300.0,299.04987,5.3007200000000125,687,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
300.0,302.0,301.0147,5.572729999999979,725,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
302.0,304.0,302.950655,5.360769999999974,724,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
304.0,306.0,304.97775,5.676269999999988,757,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
306.0,308.0,306.98026,5.603650000000016,761,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
308.0,310.0,308.9971,5.738699999999994,791,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
310.0,312.0,310.999515,5.886304999999993,734,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
312.0,314.0,313.054815,5.929020000000008,830,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
314.0,316.0,314.958825,5.986414999999994,814,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
316.0,318.0,316.996765,6.115340000000003,680,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
318.0,320.0,319.03918,6.133699999999976,768,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
320.0,322.0,320.9886,6.087600000000009,799,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
322.0,324.0,323.07578,6.158079999999984,809,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
324.0,326.0,324.97137,6.263840000000016,831,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
326.0,328.0,327.01054,6.4495000000000005,892,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
328.0,330.0,329.064775,6.517764999999997,978,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
330.0,332.0,330.98834,6.61057999999997,959,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
332.0,334.0,332.98087,6.7458200000000375,1099,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
334.0,336.0,335.030215,6.736639999999994,1104,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
336.0,338.0,337.05271,6.857604999999978,1092,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
338.0,340.0,339.1858,7.313139999999976,1557,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
340.0,342.0,341.01172,7.092270000000042,1333,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
342.0,344.0,343.16653,7.406599999999969,1855,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
344.0,346.0,345.26605,7.484580000000051,1847,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
346.0,348.0,346.72482,7.385850000000005,2083,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
348.0,350.0,349.37903,7.461324999999988,2046,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
350.0,352.0,351.09448,7.556160000000034,2813,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
352.0,354.0,353.08655,7.46410000000003,1855,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
354.0,356.0,355.0621,7.517350000000022,1712,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
356.0,358.0,357.19477,7.50775999999999,1790,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
358.0,360.0,359.042665,7.5654199999999605,1698,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
360.0,362.0,361.123,7.616919999999993,2077,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
362.0,364.0,362.945375,7.779730000000001,2796,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
364.0,366.0,364.952875,7.809805000000011,3224,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
366.0,368.0,367.03749000000005,7.824295000000006,2392,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
368.0,370.0,369.09385,7.897690000000011,2474,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
370.0,372.0,371.19943,7.952580000000012,2909,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
372.0,374.0,372.71735,8.086144999999988,4506,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
374.0,376.0,375.33948,8.10827999999998,3249,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
376.0,378.0,376.70087,8.208664999999996,3330,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
378.0,380.0,379.15707,8.17909000000003,3420,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
380.0,382.0,380.71176,8.207684999999998,2088,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
382.0,384.0,383.29690000000005,8.296720000000022,3136,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
384.0,386.0,385.09668,8.333700000000022,2729,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
386.0,388.0,387.14777,8.369985000000014,3636,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
388.0,390.0,388.65752499999996,8.389265000000023,974,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
390.0,392.0,390.97191,8.486410000000035,1716,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
392.0,394.0,393.72116,8.703360000000032,132,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
394.0,396.0,394.129885,8.423789999999997,98,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,STATION_SEG,站端功率分段模型,CT_eff,CT_eff,9.4,10.0
10.0,12.0,10.971,2.1914605,3741,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
12.0,14.0,12.998,1.961791999999999,3559,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
14.0,16.0,15.021,1.8264440000000004,3814,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
16.0,18.0,16.96,1.6706920000000007,3657,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
18.0,20.0,19.0225,1.4625434999999989,3528,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
20.0,22.0,20.972,1.3252960000000016,3437,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
22.0,24.0,22.9895,1.2078774999999986,3412,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
24.0,26.0,25.039,1.0879934999999996,3522,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
26.0,28.0,26.985,1.0368429999999975,3349,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
28.0,30.0,29.015,0.9784779999999991,3204,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
30.0,32.0,30.979,0.9653360000000006,3127,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
32.0,34.0,33.028,0.9532579999999982,2915,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
34.0,36.0,35.014,0.9040660000000003,2972,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
36.0,38.0,36.997,0.8841680000000025,3005,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
38.0,40.0,38.989000000000004,0.8535629999999976,2960,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
40.0,42.0,40.896,0.7310710000000036,3976,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
42.0,44.0,43.007,0.8297299999999979,2859,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
44.0,46.0,45.009,0.825490000000002,2739,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
46.0,48.0,47.009,0.8005980000000008,2640,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
48.0,50.0,49.012,0.7873760000000019,2491,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
50.0,52.0,51.017,0.7797630000000026,2489,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
52.0,54.0,52.9775,0.7853704999999991,2448,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
54.0,56.0,54.999,0.7800060000000002,2399,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
56.0,58.0,56.999,0.7923899999999975,2205,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
58.0,60.0,58.979,0.7899799999999999,2213,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
60.0,62.0,61.0115,0.7985025000000014,2336,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
62.0,64.0,63.061,0.7847800000000014,2280,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
64.0,66.0,64.96950000000001,0.802385000000001,2234,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
66.0,68.0,66.951,0.7841980000000035,2182,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
68.0,70.0,69.004,0.8156099999999924,2179,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
70.0,72.0,70.977,0.842482000000004,2178,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
72.0,74.0,72.994,0.8302599999999956,2039,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
74.0,76.0,75.035,0.8364100000000008,2052,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
76.0,78.0,76.964,0.8485250000000022,2122,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
78.0,80.0,78.9875,0.873152999999995,1960,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
80.0,82.0,81.618,0.7858540000000005,4407,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
82.0,84.0,82.946,0.8917199999999994,2022,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
84.0,86.0,84.998,0.9095499999999959,1869,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
86.0,88.0,87.004,0.9242899999999992,1939,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
88.0,90.0,88.9625,0.9507049999999992,1878,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
90.0,92.0,91.018,0.9568900000000014,1843,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
92.0,94.0,93.0115,0.9517300000000048,1696,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
94.0,96.0,95.05199999999999,0.9822400000000044,1718,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
96.0,98.0,96.979,0.9909125000000003,1714,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
98.0,100.0,99.03,1.0022424999999942,1820,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
100.0,102.0,101.0205,1.0509499999999932,1782,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
102.0,104.0,103.003,1.0596849999999876,1755,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
104.0,106.0,104.97049999999999,1.0675700000000035,1594,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
106.0,108.0,106.986,1.083439999999996,1667,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
108.0,110.0,109.033,1.091470000000001,1563,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
110.0,112.0,110.98,1.1231539999999995,1511,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
112.0,114.0,112.9575,1.1618774999999957,1518,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
114.0,116.0,114.98,1.1554900000000004,1401,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
116.0,118.0,116.9845,1.2111170000000016,1392,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
118.0,120.0,119.0335,1.2110924999999995,1470,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
120.0,122.0,121.03,1.2464800000000054,1441,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
122.0,124.0,122.989,1.2466639999999956,1493,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
124.0,126.0,125.014,1.2729625000000055,1526,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
126.0,128.0,126.989,1.3153599999999983,1515,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
128.0,130.0,128.993,1.3376399999999933,1535,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
130.0,132.0,130.99,1.37333000000001,1441,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
132.0,134.0,133.0075,1.3819199999999938,1354,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
134.0,136.0,134.9885,1.4261800000000022,1320,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
136.0,138.0,136.998,1.434599999999989,1281,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
138.0,140.0,138.965,1.5013199999999927,1355,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
140.0,142.0,141.011,1.524240000000006,1368,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
142.0,144.0,143.03,1.5448450000000093,1388,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
144.0,146.0,145.007,1.5607200000000034,1363,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
146.0,148.0,147.0,1.6035699999999906,1367,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
148.0,150.0,149.021,1.6225100000000054,1333,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
150.0,152.0,150.962,1.6356099999999856,1243,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
152.0,154.0,152.939,1.7301899999999932,1182,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
154.0,156.0,154.936,1.7270550000000071,1114,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
156.0,158.0,156.983,1.7722299999999933,1088,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
158.0,160.0,159.0075,1.7857900000000058,1162,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
160.0,162.0,160.98950000000002,1.8342199999999877,1076,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
162.0,164.0,163.036,1.8467049999999858,1048,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
164.0,166.0,165.024,1.9044999999999845,1191,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
166.0,168.0,167.0485,1.9567250000000058,1160,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
168.0,170.0,168.98,2.023959999999988,1047,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
170.0,172.0,171.023,2.0074550000000073,1070,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
172.0,174.0,173.0225,2.0657899999999927,1140,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
174.0,176.0,175.003,2.1172300000000064,1091,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
176.0,178.0,177.001,2.07777999999999,1097,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
178.0,180.0,179.009,2.1422999999999774,1033,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
180.0,182.0,180.946,2.218865000000008,1016,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
182.0,184.0,182.955,2.2154000000000167,1011,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
184.0,186.0,184.993,2.359100000000012,945,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
186.0,188.0,186.991,2.308240000000012,937,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
188.0,190.0,189.031,2.444449999999989,915,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
190.0,192.0,190.958,2.442620000000005,877,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
192.0,194.0,192.981,2.4288649999999876,952,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
194.0,196.0,194.9845,2.499600000000001,980,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
196.0,198.0,196.972,2.540539999999993,943,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
198.0,200.0,198.97750000000002,2.577194999999989,972,1,2.0,20,step1-插值损耗模型-仅正功率,LGXRFD,FAN_SEG,风机总功率分段模型,FAN_eff,FAN_eff,10.0,10.0
