开始时间,结束时间,hard_anomaly_source,字段名,重复值,持续长度
2024-02-20 09:38:00,2024-02-20 09:41:00,station_active_power_repeat,ACTIVE_POWER_STATION,342.44714,4.0
2024-02-26 10:01:00,2024-02-26 10:04:00,station_active_power_repeat,ACTIVE_POWER_STATION,81.364,4.0
2024-02-26 10:13:00,2024-02-26 10:16:00,station_active_power_repeat,ACTIVE_POWER_STATION,99.05164,4.0
2024-02-28 10:54:00,2024-02-28 10:57:00,station_active_power_repeat,ACTIVE_POWER_STATION,58.8179,4.0
2024-02-29 09:18:00,2024-02-29 09:22:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.21582,5.0
2024-02-29 11:41:00,2024-02-29 11:44:00,station_active_power_repeat,ACTIVE_POWER_STATION,373.10333,4.0
2024-02-29 11:48:00,2024-02-29 11:51:00,station_active_power_repeat,ACTIVE_POWER_STATION,373.065,4.0
2024-02-29 12:06:00,2024-02-29 12:09:00,station_active_power_repeat,ACTIVE_POWER_STATION,372.88275,4.0
2024-03-04 07:31:00,2024-03-04 07:34:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.20105,4.0
2024-03-04 08:07:00,2024-03-04 08:10:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.17477,4.0
2024-03-04 08:15:00,2024-03-04 08:18:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.22333,4.0
2024-03-04 08:31:00,2024-03-04 08:35:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.45612,5.0
2024-03-04 08:43:00,2024-03-04 08:46:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.19482,4.0
2024-03-04 09:43:00,2024-03-04 09:46:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.161,4.0
2024-03-04 10:38:00,2024-03-04 10:42:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.2968,5.0
2024-03-04 10:57:00,2024-03-04 11:00:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.23953,4.0
2024-03-04 11:13:00,2024-03-04 11:17:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.3806,5.0
2024-03-04 14:14:00,2024-03-04 14:17:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.28857,4.0
2024-03-04 14:50:00,2024-03-04 14:54:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.0998,5.0
2024-03-04 15:14:00,2024-03-04 15:18:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.2057,5.0
2024-03-04 15:33:00,2024-03-04 15:36:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.22595,4.0
2024-03-04 16:13:00,2024-03-04 16:16:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.2364,4.0
2024-03-04 16:32:00,2024-03-04 16:35:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.21143,4.0
2024-03-04 16:37:00,2024-03-04 16:41:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.2557,5.0
2024-03-04 16:56:00,2024-03-04 17:00:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.28076,5.0
2024-03-04 19:37:00,2024-03-04 19:40:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.44553,4.0
2024-03-04 19:49:00,2024-03-04 19:54:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.31772,6.0
2024-03-04 20:03:00,2024-03-04 20:06:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.19473,4.0
2024-03-04 20:49:00,2024-03-04 20:54:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.28223,6.0
2024-03-04 20:55:00,2024-03-04 21:00:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.25482,6.0
2024-03-04 21:01:00,2024-03-04 21:06:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.333,6.0
2024-03-04 21:07:00,2024-03-04 21:12:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.23254,6.0
2024-03-04 21:13:00,2024-03-04 21:18:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.37192,6.0
2024-03-04 21:19:00,2024-03-04 21:24:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.21472,6.0
2024-03-05 20:15:00,2024-03-05 20:18:00,station_active_power_repeat,ACTIVE_POWER_STATION,378.29895,4.0
2024-03-17 12:02:00,2024-03-17 12:05:00,station_active_power_repeat,ACTIVE_POWER_STATION,377.0747,4.0
2024-03-17 12:45:00,2024-03-17 12:48:00,station_active_power_repeat,ACTIVE_POWER_STATION,377.0219,4.0
2024-03-22 10:51:00,2024-03-22 10:54:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.7185,4.0
2024-03-22 11:21:00,2024-03-22 11:25:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.64764,5.0
2024-03-24 00:16:00,2024-03-24 00:21:00,station_active_power_repeat,ACTIVE_POWER_STATION,355.70682,6.0
2024-03-24 00:34:00,2024-03-24 00:39:00,station_active_power_repeat,ACTIVE_POWER_STATION,355.73627,6.0
2024-03-24 00:48:00,2024-03-24 00:51:00,station_active_power_repeat,ACTIVE_POWER_STATION,355.89142,4.0
2024-03-25 15:17:00,2024-03-25 15:22:00,station_active_power_repeat,ACTIVE_POWER_STATION,375.50055,6.0
2024-03-25 15:36:00,2024-03-25 15:40:00,station_active_power_repeat,ACTIVE_POWER_STATION,371.59644,5.0
2024-03-25 17:23:00,2024-03-25 17:27:00,station_active_power_repeat,ACTIVE_POWER_STATION,371.39822,5.0
2024-03-25 20:29:00,2024-03-25 20:33:00,station_active_power_repeat,ACTIVE_POWER_STATION,375.3687,5.0
2024-03-29 04:48:00,2024-03-29 04:52:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.3717,5.0
2024-03-29 04:54:00,2024-03-29 04:58:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.4101,5.0
2024-03-29 07:18:00,2024-03-29 07:22:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.32318,5.0
2024-03-29 08:02:00,2024-03-29 08:05:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.1804,4.0
2024-03-29 08:30:00,2024-03-29 08:34:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.17883,5.0
2024-03-29 08:48:00,2024-03-29 08:53:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.10623,6.0
2024-03-29 09:57:00,2024-03-29 10:01:00,station_active_power_repeat,ACTIVE_POWER_STATION,350.1502,5.0
2024-03-30 20:49:00,2024-03-30 20:52:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.25723,4.0
2024-04-01 21:32:00,2024-04-01 21:35:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.98264,4.0
2024-04-01 21:45:00,2024-04-01 21:48:00,station_active_power_repeat,ACTIVE_POWER_STATION,391.00952,4.0
2024-04-01 22:34:00,2024-04-01 22:37:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.98642,4.0
2024-04-11 01:24:00,2024-04-11 01:27:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.09393,4.0
2024-04-14 00:20:00,2024-04-14 00:23:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.07037,4.0
2024-04-14 00:38:00,2024-04-14 00:43:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.11017,6.0
2024-04-14 00:50:00,2024-04-14 00:55:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.07977,6.0
2024-04-14 01:14:00,2024-04-14 01:19:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.02216,6.0
2024-04-14 06:56:00,2024-04-14 07:01:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.0805,6.0
2024-04-14 07:02:00,2024-04-14 07:07:00,station_active_power_repeat,ACTIVE_POWER_STATION,387.08276,6.0
2024-04-14 14:47:00,2024-04-14 15:14:00,station_active_power_repeat,ACTIVE_POWER_STATION,317.00702,28.0
2024-04-14 15:16:00,2024-04-14 15:19:00,station_active_power_repeat,ACTIVE_POWER_STATION,346.84033,4.0
2024-04-14 15:37:00,2024-04-14 15:40:00,station_active_power_repeat,ACTIVE_POWER_STATION,341.37158,4.0
2024-04-19 14:46:00,2024-04-19 14:51:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.89062,6.0
2024-04-19 14:54:00,2024-04-19 14:57:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.78732,4.0
2024-04-19 15:52:00,2024-04-19 15:58:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.81757,7.0
2024-04-19 16:04:00,2024-04-19 16:07:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.71298,4.0
2024-04-19 16:17:00,2024-04-19 16:21:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.61792,5.0
2024-04-19 16:24:00,2024-04-19 16:27:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.58194,4.0
2024-04-19 16:34:00,2024-04-19 16:39:00,station_active_power_repeat,ACTIVE_POWER_STATION,386.67783,6.0
2024-04-20 03:35:00,2024-04-20 03:40:00,station_active_power_repeat,ACTIVE_POWER_STATION,382.80893,6.0
2024-04-20 04:00:00,2024-04-20 04:03:00,station_active_power_repeat,ACTIVE_POWER_STATION,382.69064,4.0
2024-04-20 04:35:00,2024-04-20 04:38:00,station_active_power_repeat,ACTIVE_POWER_STATION,382.7439,4.0
2024-04-20 04:41:00,2024-04-20 04:46:00,station_active_power_repeat,ACTIVE_POWER_STATION,382.73145,6.0
2024-04-26 11:34:00,2024-04-26 11:38:00,station_active_power_repeat,ACTIVE_POWER_STATION,40.275303,5.0
2024-05-06 16:46:00,2024-05-06 16:50:00,station_active_power_repeat,ACTIVE_POWER_STATION,111.083496,4.0
2024-05-10 13:29:00,2024-05-10 13:32:00,station_active_power_repeat,ACTIVE_POWER_STATION,391.03418,4.0
2024-05-10 13:47:00,2024-05-10 13:50:00,station_active_power_repeat,ACTIVE_POWER_STATION,391.11108,4.0
2024-05-10 14:17:00,2024-05-10 14:20:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.9909,4.0
2024-05-10 15:53:00,2024-05-10 15:56:00,station_active_power_repeat,ACTIVE_POWER_STATION,392.26605,4.0
2024-05-11 02:11:00,2024-05-11 02:16:00,station_active_power_repeat,ACTIVE_POWER_STATION,393.8173,6.0
2024-05-16 20:56:00,2024-05-16 21:01:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.28928,6.0
2024-05-16 21:56:00,2024-05-16 22:01:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.2307,6.0
2024-05-16 22:08:00,2024-05-16 22:11:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.17047,4.0
2024-05-16 23:56:00,2024-05-16 23:59:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.1648,4.0
2024-05-17 01:08:00,2024-05-17 01:12:00,station_active_power_repeat,ACTIVE_POWER_STATION,390.02176,5.0
2024-05-17 21:59:00,2024-05-17 22:02:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.8873,4.0
2024-05-17 23:39:00,2024-05-17 23:43:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.81073,5.0
2024-05-18 00:53:00,2024-05-18 00:56:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.78107,4.0
2024-05-18 11:27:00,2024-05-18 11:31:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.56256,5.0
2024-05-18 12:17:00,2024-05-18 12:20:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.55865,4.0
2024-05-18 12:21:00,2024-05-18 12:24:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.60345,4.0
2024-05-18 12:39:00,2024-05-18 12:42:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.5343,4.0
2024-05-18 12:51:00,2024-05-18 12:54:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.6084,4.0
2024-05-18 13:11:00,2024-05-18 13:14:00,station_active_power_repeat,ACTIVE_POWER_STATION,384.4997,4.0
2024-06-19 09:44:00,2024-06-19 09:47:00,station_active_power_repeat,ACTIVE_POWER_STATION,389.98962,4.0
2024-06-22 05:20:00,2024-06-22 05:25:00,station_active_power_repeat,ACTIVE_POWER_STATION,386.34787,6.0
2024-06-22 05:26:00,2024-06-22 05:31:00,station_active_power_repeat,ACTIVE_POWER_STATION,386.19275,6.0
2024-06-22 05:39:00,2024-06-22 05:42:00,station_active_power_repeat,ACTIVE_POWER_STATION,386.19974,4.0
2024-06-22 09:50:00,2024-06-22 09:54:00,station_active_power_repeat,ACTIVE_POWER_STATION,385.97217,5.0
2024-06-23 17:16:00,2024-06-23 17:19:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.66663,4.0
2024-07-01 11:24:00,2024-07-01 12:44:00,station_active_power_repeat,ACTIVE_POWER_STATION,56.400345,75.0
2024-07-01 12:46:00,2024-07-01 12:50:00,station_active_power_repeat,ACTIVE_POWER_STATION,16.633892,5.0
2024-07-01 13:08:00,2024-07-01 13:12:00,station_active_power_repeat,ACTIVE_POWER_STATION,38.08285,5.0
2024-07-01 13:13:00,2024-07-01 13:16:00,station_active_power_repeat,ACTIVE_POWER_STATION,33.000813,4.0
2024-07-01 16:22:00,2024-07-01 16:28:00,station_active_power_repeat,ACTIVE_POWER_STATION,109.626434,7.0
2024-07-01 22:26:00,2024-07-01 22:29:00,station_active_power_repeat,ACTIVE_POWER_STATION,374.3079,4.0
2024-07-01 22:31:00,2024-07-01 22:35:00,station_active_power_repeat,ACTIVE_POWER_STATION,374.15344,5.0
2024-07-01 22:42:00,2024-07-01 22:45:00,station_active_power_repeat,ACTIVE_POWER_STATION,373.97662,4.0
2024-07-01 23:01:00,2024-07-01 23:04:00,station_active_power_repeat,ACTIVE_POWER_STATION,374.06964,4.0
2024-07-02 13:49:00,2024-07-02 13:52:00,station_active_power_repeat,ACTIVE_POWER_STATION,355.94513,4.0
2024-07-02 17:05:00,2024-07-02 17:08:00,station_active_power_repeat,ACTIVE_POWER_STATION,188.32703,4.0
2024-07-02 17:46:00,2024-07-02 17:51:00,station_active_power_repeat,ACTIVE_POWER_STATION,149.79019,6.0
2024-07-05 11:14:00,2024-07-05 11:17:00,station_active_power_repeat,ACTIVE_POWER_STATION,50.715836,4.0
2024-07-05 11:29:00,2024-07-05 11:32:00,station_active_power_repeat,ACTIVE_POWER_STATION,76.34339,4.0
2024-07-05 16:49:00,2024-07-05 16:55:00,station_active_power_repeat,ACTIVE_POWER_STATION,193.32617,7.0
2024-07-05 18:54:00,2024-07-05 18:57:00,station_active_power_repeat,ACTIVE_POWER_STATION,352.2517,4.0
2024-07-05 19:52:00,2024-07-05 19:55:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.81577,4.0
2024-07-05 19:56:00,2024-07-05 20:01:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.956,6.0
2024-07-05 20:20:00,2024-07-05 20:24:00,station_active_power_repeat,ACTIVE_POWER_STATION,385.6136,5.0
2024-07-05 20:32:00,2024-07-05 20:36:00,station_active_power_repeat,ACTIVE_POWER_STATION,385.66705,5.0
2024-07-05 21:02:00,2024-07-05 21:07:00,station_active_power_repeat,ACTIVE_POWER_STATION,385.53537,6.0
2024-07-05 22:04:00,2024-07-05 22:07:00,station_active_power_repeat,ACTIVE_POWER_STATION,385.44446,4.0
2024-07-05 23:08:00,2024-07-05 23:12:00,station_active_power_repeat,ACTIVE_POWER_STATION,389.48773,5.0
2024-07-05 23:27:00,2024-07-05 23:30:00,station_active_power_repeat,ACTIVE_POWER_STATION,389.53397,4.0
2024-07-06 00:58:00,2024-07-06 01:01:00,station_active_power_repeat,ACTIVE_POWER_STATION,385.4342,4.0
2024-07-06 02:45:00,2024-07-06 02:48:00,station_active_power_repeat,ACTIVE_POWER_STATION,385.50977,4.0
2024-07-06 03:38:00,2024-07-06 03:42:00,station_active_power_repeat,ACTIVE_POWER_STATION,381.57703,5.0
2024-07-06 03:45:00,2024-07-06 03:48:00,station_active_power_repeat,ACTIVE_POWER_STATION,381.6315,4.0
2024-07-06 04:08:00,2024-07-06 04:11:00,station_active_power_repeat,ACTIVE_POWER_STATION,381.44794,4.0
2024-07-06 04:33:00,2024-07-06 04:37:00,station_active_power_repeat,ACTIVE_POWER_STATION,381.4892,5.0
2024-07-06 04:50:00,2024-07-06 04:55:00,station_active_power_repeat,ACTIVE_POWER_STATION,381.465,6.0
2024-07-07 20:39:00,2024-07-07 20:44:00,station_active_power_repeat,ACTIVE_POWER_STATION,373.9946,6.0
2024-07-07 20:45:00,2024-07-07 20:50:00,station_active_power_repeat,ACTIVE_POWER_STATION,373.93707,6.0
2024-07-07 22:45:00,2024-07-07 22:50:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.58517,6.0
2024-07-08 21:52:00,2024-07-08 21:57:00,station_active_power_repeat,ACTIVE_POWER_STATION,385.46115,6.0
2024-07-08 22:28:00,2024-07-08 22:33:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.4956,6.0
2024-07-08 22:34:00,2024-07-08 22:39:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.3062,6.0
2024-07-08 22:40:00,2024-07-08 22:45:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.4357,6.0
2024-07-08 22:52:00,2024-07-08 22:57:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.35504,6.0
2024-07-08 22:58:00,2024-07-08 23:03:00,station_active_power_repeat,ACTIVE_POWER_STATION,383.36505,6.0
2024-07-11 13:25:00,2024-07-11 13:28:00,station_active_power_repeat,ACTIVE_POWER_STATION,18.756811,4.0
2024-07-11 15:10:00,2024-07-11 15:13:00,station_active_power_repeat,ACTIVE_POWER_STATION,5.513061,4.0
2024-07-12 11:18:00,2024-07-12 11:24:00,station_active_power_repeat,ACTIVE_POWER_STATION,33.414852,7.0
2024-07-16 16:25:00,2024-07-16 16:28:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.5035,4.0
2024-07-16 16:50:00,2024-07-16 16:54:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.58823,5.0
2024-07-16 16:55:00,2024-07-16 17:00:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.403,6.0
2024-07-16 19:38:00,2024-07-16 19:42:00,station_active_power_repeat,ACTIVE_POWER_STATION,373.50525,5.0
2024-07-17 02:14:00,2024-07-17 02:17:00,station_active_power_repeat,ACTIVE_POWER_STATION,373.5614,4.0
2024-07-17 03:56:00,2024-07-17 03:59:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.6323,4.0
2024-07-18 00:02:00,2024-07-18 00:07:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.58847,6.0
2024-07-18 00:32:00,2024-07-18 00:35:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.60974,4.0
2024-07-18 00:45:00,2024-07-18 00:49:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.52316,5.0
2024-07-18 01:02:00,2024-07-18 01:07:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.61252,6.0
2024-07-18 01:28:00,2024-07-18 01:31:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.53238,4.0
2024-07-18 01:56:00,2024-07-18 02:01:00,station_active_power_repeat,ACTIVE_POWER_STATION,365.4848,6.0
2024-07-18 02:02:00,2024-07-18 02:07:00,station_active_power_repeat,ACTIVE_POWER_STATION,365.3155,6.0
2024-07-18 02:08:00,2024-07-18 02:13:00,station_active_power_repeat,ACTIVE_POWER_STATION,365.42807,6.0
2024-07-18 02:32:00,2024-07-18 02:37:00,station_active_power_repeat,ACTIVE_POWER_STATION,365.54645,6.0
2024-07-21 20:34:00,2024-07-21 20:39:00,station_active_power_repeat,ACTIVE_POWER_STATION,373.73233,6.0
2024-07-21 23:41:00,2024-07-21 23:45:00,station_active_power_repeat,ACTIVE_POWER_STATION,369.49268,5.0
2024-07-25 10:43:00,2024-07-25 11:14:00,station_active_power_repeat,ACTIVE_POWER_STATION,345.40344,28.0
2024-07-25 11:15:00,2024-07-25 11:29:00,station_active_power_repeat,ACTIVE_POWER_STATION,348.667,15.0
2024-07-25 13:18:00,2024-07-25 13:50:00,station_active_power_repeat,ACTIVE_POWER_STATION,338.2296,30.0
2024-07-25 13:52:00,2024-07-25 14:06:00,station_active_power_repeat,ACTIVE_POWER_STATION,293.36517,15.0
2024-07-25 15:08:00,2024-07-25 15:38:00,station_active_power_repeat,ACTIVE_POWER_STATION,336.73367,28.0
2024-07-25 15:40:00,2024-07-25 15:54:00,station_active_power_repeat,ACTIVE_POWER_STATION,342.72977,15.0
2024-07-25 17:43:00,2024-07-25 17:47:00,station_active_power_repeat,ACTIVE_POWER_STATION,352.26392,5.0
2024-07-29 08:21:00,2024-07-29 08:25:00,station_active_power_repeat,ACTIVE_POWER_STATION,345.9663,5.0
