region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
high,60.0,62.0,2329,15,2314,-0.01710177413491354,0.22988096013194947,1.7041075574581412
high,62.0,64.0,2454,17,2437,-0.010464264448427907,0.22545389750931355,1.6712897422365414
high,64.0,66.0,2290,18,2272,-0.012229877872907968,0.22688067514473365,1.6818664448479104
high,66.0,68.0,2248,18,2230,-0.011999889440406308,0.23248810050350133,1.7234342890324552
high,68.0,70.0,2283,19,2264,-0.007704371735745452,0.23885870709843038,1.7706595957206641
high,70.0,72.0,2176,22,2154,-0.0174795627490541,0.23547320646887798,1.7455628795537925
high,72.0,74.0,2116,15,2101,-0.012267314237122684,0.24460225786831696,1.8132365375778337
high,74.0,76.0,2225,19,2206,-0.011310204183377581,0.2314719277540198,1.7159014004405488
high,76.0,78.0,2097,21,2076,-0.012541768983039159,0.2533466757679774,1.8780589074680165
high,78.0,80.0,2074,22,2052,-0.0011753856380515293,0.2515748345002274,1.8649242481501855
high,80.0,82.0,4560,48,4512,-0.014511476757775144,0.1674841266693674,1.2415598310000204
high,82.0,84.0,2015,18,1997,-0.005407277199056204,0.2411249334405543,1.787459131594829
high,84.0,86.0,1980,19,1961,-0.013337407744200669,0.2591481009072942,1.9210648720257717
high,86.0,88.0,2042,16,2026,-0.012109682165550528,0.2603016299482626,1.9296159828064707
high,88.0,90.0,1895,17,1878,-0.009462264712215784,0.2637114577430797,1.9548930362494497
high,90.0,92.0,1838,16,1822,-0.009686232424776231,0.27092098859390584,2.008337288446624
high,92.0,94.0,1779,14,1765,-0.027460297397779887,0.2729223051056918,2.023173047748493
high,94.0,96.0,1856,12,1844,-0.020467813385180667,0.2784183732341953,2.0639154007850897
high,96.0,98.0,1827,17,1810,-0.013244245555491085,0.279187598982372,2.0696176712563235
high,98.0,100.0,1905,9,1896,-0.009257913197023848,0.2927595239298342,2.170226350891861
high,100.0,102.0,1833,20,1813,-0.013568960125004859,0.2762392559222102,2.047761604151344
high,102.0,104.0,1777,12,1765,-0.016403710871430777,0.28594313933522764,2.1196964918920425
high,104.0,106.0,1721,9,1712,-0.015574617820408587,0.30994880446710105,2.29765048751462
high,106.0,108.0,1638,14,1624,-0.01762834360943788,0.29846302903528,2.2125064342385303
high,108.0,110.0,1605,12,1593,-0.020491970154286054,0.3208404845737065,2.378390512144886
high,110.0,112.0,1633,15,1618,-0.012986497395644614,0.3159192810871172,2.3419096306987996
