region,P_left,P_right,n_before,n_removed,n_after,median_resid,mad,threshold
high,232.0,234.0,729,3,726,-0.01350702859913655,0.8409552918428411,6.234001578430981
high,234.0,236.0,786,2,784,-0.03367329936524155,0.913665173991443,6.772999934798567
high,236.0,238.0,752,1,751,-0.027179096247107015,0.8782295885989224,6.510315940283812
high,238.0,240.0,764,4,760,-0.026975470660662637,0.9041551085612627,6.70250181976464
high,240.0,242.0,768,0,768,0.004498416370120495,0.9215604575495824,6.831527671815055
high,242.0,244.0,768,2,766,-0.09765941796286959,0.8868753204671005,6.574406750622615
high,244.0,246.0,799,2,797,-0.012586052501237344,0.8388058819041424,6.218068002555407
high,246.0,248.0,797,2,795,-0.0076026300148490655,0.8978474889711818,6.655743435743371
high,248.0,250.0,793,4,789,-0.06196985401461985,0.9281793906827529,6.880593823131247
high,250.0,252.0,725,1,724,-0.04292540540537626,0.9985284048135998,7.402091064883215
high,252.0,254.0,723,5,718,-0.03745035285286624,0.968684241741717,7.180856284031347
high,254.0,256.0,750,3,747,0.015923022715552904,0.957196798737296,7.095699869039574
high,256.0,258.0,714,1,713,-0.06395974186888376,0.9663281382981168,7.163390489203939
high,258.0,260.0,658,3,655,-0.044118466165427694,1.0041927655787415,7.444080971235211
high,260.0,262.0,721,1,720,-0.020704574307336188,0.9523216352326633,7.059560281979733
high,262.0,264.0,720,3,717,-0.03788550621670694,1.0061871031940313,7.458864995977353
high,264.0,266.0,665,1,664,0.00027730731707364953,1.0111286780487987,7.495496890375745
high,266.0,268.0,743,1,742,-0.0604825809666405,0.9431071026407993,6.991252951876245
high,268.0,270.0,712,0,712,-0.0036490704657712314,0.9936094592601594,7.365626921495561
high,270.0,272.0,762,1,761,-0.0051921142552164845,0.951943355425771,7.056756093771241
high,272.0,274.0,698,1,697,-0.02172181795758865,1.003088922052287,7.435898179173602
high,274.0,276.0,766,4,762,-0.007587545948733343,0.9078782612603318,6.730101550722839
high,276.0,278.0,741,0,741,-0.04557469330620201,1.0235078849580352,7.587263951193915
high,278.0,280.0,748,0,748,0.04225525451768197,1.117831227598968,8.286482890191149
high,280.0,282.0,712,1,711,-0.043787009217442385,1.0168976261636193,7.53826210275091
high,282.0,284.0,704,1,703,-0.027075934994730932,1.0277838003908846,7.618961312297627
high,284.0,286.0,689,0,689,-0.040314107011996114,1.06524278524308,7.896644767006951
high,286.0,288.0,695,3,692,-0.011858201689007863,0.9813737605563624,7.274923687004314
high,288.0,290.0,710,1,709,-0.02450309239941184,1.0777825956284008,7.989602381393334
high,290.0,292.0,692,1,691,-0.006836295938130732,1.0148659284332688,7.523201127475821
high,292.0,294.0,765,1,764,-0.05736923381118064,1.1042819995056998,8.186042462335752
high,294.0,296.0,688,1,687,0.023325710657678744,1.0479462629832605,7.76842564749491
high,296.0,298.0,713,0,713,0.004770557055286062,1.112875777626238,8.249748139543302
high,298.0,300.0,741,2,739,-0.05202633128829692,1.0255758355828348,7.602593669175555
high,300.0,302.0,709,1,708,0.01870793137257465,1.1177617931661787,8.285968172740883
high,302.0,304.0,641,0,641,0.0074244509803413905,1.0757004886575219,7.974167722418209
high,304.0,306.0,681,1,680,-0.06129698708009634,1.1942375705810608,8.852883110717404
high,306.0,308.0,687,1,686,-0.006539416020713951,1.1096336434107918,8.2257141986042
high,308.0,310.0,717,0,717,-0.035876379225887156,1.1241749303576434,8.333508758741209
high,310.0,312.0,747,1,746,-0.0674077571500149,1.1157763120923239,8.271249801540396
high,312.0,314.0,763,2,761,0.0106872433795413,1.0942833105935064,8.111922181429662
high,314.0,316.0,753,1,752,-0.04799906444383861,1.0393724832047422,7.704868217996753
high,316.0,318.0,723,1,722,0.022734271938285033,1.0101666538090592,7.488365404686555
high,318.0,320.0,791,1,790,-0.013548219814291329,0.9175975696593843,6.802150783885016
